@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3'

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
10.550012,101270,9.000002,180,6.6,7.9,9.09,6.04,101280,10.9,-261.65,-266.057939,Media
9.950006,101420,9.100001,165,6.8,8.3,9.09,5.46,101440,10.5,-261.65,-266.057939,Media
11.050012,101530,8.300001,125,8,9.9,9.09,5.48,101540,10.9,-261.65,-266.057939,Media
10.549982,101670,8.7,164,7.7,9.1,6.25,5.11,101690,10.9,-261.65,-266.057939,Media
10.85,101640,8.600003,141,7.2,8.9,5.56,5.27,101720,11.1,-261.65,-266.057939,Media
10.450006,101700,8.800003,152,6.6,8.4,16,4.92,101760,11.3,-261.65,-264.200608,Baja
11.149988,101830,6.700002,149,6.1,7.3,16,5.55,101900,11.2,-261.65,-264.200608,Baja
11.450006,102000,5,143,4.4,5.5,5.56,4.9,102040,11.6,-261.45,-264.200608,Baja
10.950006,101900,5.8,143,5.7,7.1,16,5.32,102010,11.5,-261.45,-264.200608,Baja
10.749994,101920,3.8,110,4.5,5.2,5.56,4.54,102010,11.1,-261.45,-264.200608,Baja
11.749963,101940,4.400002,129,6.4,7.8,12.9,4.6,101990,11.5,-261.45,-264.200608,Baja
11.249994,101960,6.000001,135,5.6,7,5,4.23,101940,11.6,-261.35,-264.200608,Baja
10.450006,101900,7.4,170,5.7,7.3,16,4.69,101980,11.6,-261.35,-264.200608,Baja
10.550012,101920,5.700002,142,5.6,6.4,5,4.14,102000,11.4,-261.35,-264.200608,Baja
10.950006,101850,6.200002,125,6.8,8.1,5.88,3.93,101950,11,-261.45,-264.200608,Baja
11.149988,101830,5.6,140,5.6,6.7,5.26,4.4,101880,11.4,-261.35,-264.200608,Baja
10.749994,101610,4.900002,143,4.5,5.1,5.88,4.87,101680,11.3,-261.35,-264.200608,Baja
10.649988,101460,3.500001,135,4.5,5.7,6.25,4.39,101520,11.4,-261.35,-264.200608,Baja
11.85,101120,1,119,5.7,7.2,6.25,3.88,101300,11.5,-261.35,-264.200608,Baja
12.349969,100810,-2.999999,84,8.3,10.3,4.76,4.03,101110,11.3,-261.25,-266.057939,Media
11.950006,100670,-4.5,74,7.1,8.7,6.25,4.83,100840,11.6,-261.35,-266.057939,Media
11.35,100600,-4.799998,32,8.9,10.6,7.69,5.63,100680,11.4,-261.35,-266.057939,Media
11.749994,100560,-4.8,355,5.3,6.3,9.09,5.88,100620,11.8,-261.35,-266.057939,Media
11.35,100710,-3.8,318,7,8.2,8.33,5.04,100710,11.5,-261.25,-266.057939,Media
11.249994,100850,-3.899998,302,6.6,7.6,8.33,6.17,100750,11.5,-261.25,-264.200608,Baja
10.950006,100940,-2.9,291,5.8,6.9,9.09,5.44,100920,11.5,-261.25,-264.200608,Baja
12.149988,101060,-0.599998,290,4.8,5.7,7.69,5.57,101040,11.6,-261.15,-264.200608,Baja
11.35,101200,2.200001,195,2.1,2.8,7.69,4.95,101160,12,-260.45,-264.200608,Baja
11.85,101350,0.4,269,2.6,3.3,8.33,5.84,101240,12.3,-260.35,-266.057939,Media
11.149988,101520,-0.3,250,4.1,5.3,8.33,7.22,101390,12.2,-260.65,-268.333838,Moderada
11.950006,101760,0.6,275,8.8,10.6,10,6.47,101590,12,-260.85,-266.057939,Media
11.949976,101920,3.800002,258,6.7,8.2,9.09,5.93,101790,11.8,-260.85,-266.057939,Media
11.550012,101920,2.800002,250,6.5,8,8.33,5.56,101810,11.9,-260.85,-266.057939,Media
10.749963,101930,2.300002,253,6.2,7.2,7.69,5.66,101860,11.4,-260.75,-266.057939,Media
11.550012,101810,5.100001,187,3.3,4.1,7.14,5.74,101830,11.6,-260.75,-264.200608,Baja
11.849969,101670,5.800002,165,4.8,5.6,6.67,5.11,101760,11.7,-260.65,-264.200608,Baja
11.550012,101490,3.200001,127,5.3,6.2,6.25,4.87,101640,12.1,-260.65,-264.200608,Baja
11.35,101540,-0.5,124,3.6,4.2,6.67,4.79,101670,12,-260.75,-264.200608,Baja
11.649988,101740,-0.5,143,2.5,3,14.81,4.92,101780,12,-260.65,-264.200608,Baja
12.050012,101780,-0.499998,166,2.8,3.3,7.14,6.15,101770,12.5,-260.25,-266.057939,Media
12.050012,101680,1.2,155,2.5,3,9.09,7.43,101690,12.1,-260.35,-264.200608,Baja
11.550012,101540,-0.499998,181,2.4,2.8,10,7.49,101520,12,-260.35,-264.200608,Baja
11.950006,101430,-0.299998,138,3.2,3.7,9.09,6.72,101490,12.1,-260.35,-264.200608,Baja
11.950006,101430,-2.5,119,0.9,1.4,9.09,7.52,101440,13.2,-259.75,-264.200608,Baja
11.950006,101370,-1.8,220,0.5,0.7,8.33,6.27,101360,12.5,-259.75,-264.200608,Baja
11.85,101220,-1.699998,310,3.3,3.7,14.81,7.56,101170,12.3,-259.85,-264.200608,Baja
12.249994,101090,-3.099998,327,4.2,4.9,14.81,5.63,101130,12.2,-260.05,-264.200608,Baja
12.449976,101090,-6.499999,340,6.2,7.7,9.09,4.23,101090,12.6,-260.05,-264.200608,Baja
12.249994,101210,-6.9,334,5.4,6.2,9.09,5.17,101220,13.1,-260.15,-264.200608,Baja
12.550012,101330,-7.2,321,6.3,7.3,8.33,4.85,101310,13.2,-260.15,-264.200608,Baja
12.149988,101420,-5.3,329,5.5,6.7,8.33,4.96,101460,12.9,-260.15,-264.200608,Baja
12.450006,101540,-3.599998,290,6.4,7.7,7.14,5.07,101410,13.2,-259.95,-264.200608,Baja
11.85,101560,-2.9,295,8.9,10.6,5,4.46,101460,12.8,-259.95,-264.200608,Baja
11.050012,101620,-0.699998,286,6.1,7.8,7.14,4.96,101540,11.9,-260.05,-264.200608,Baja
11.450006,101650,2.500003,239,4.8,5.9,6.67,4.97,101610,11.7,-260.15,-264.200608,Baja
11.450006,101540,6.500001,211,6.3,8,7.14,4.66,101460,12.3,-260.05,-264.200608,Baja
11.649988,101180,6.100001,224,5,6.1,7.69,4.66,101210,12.2,-260.05,-264.200608,Baja
11.649988,100890,3.000001,245,3,3.7,7.69,4.53,100910,12.2,-260.05,-264.200608,Baja
12.149988,100810,-2.799999,358,2.7,3.2,5.88,5.61,100850,12.8,-259.95,-264.200608,Baja
13.149988,100900,-4.799998,3,3.5,4.1,6.25,5.54,100950,13.8,-258.85,-264.200608,Baja
12.85,100990,-7.999999,0,4.4,5.5,7.14,5.82,101030,13.8,-258.55,-266.057939,Media
12.450006,101130,-7.699998,16,4.8,5.6,9.09,6.49,101130,13.7,-258.55,-266.057939,Media
13.749994,101220,-6,63,4,4.8,9.09,6.25,101240,13.9,-258.65,-266.057939,Media
13.249994,101250,-3.999999,41,1.2,2,8.33,6.28,101340,14.2,-258.35,-264.200608,Baja
12.649988,101270,-3.9,19,4.6,5.5,7.69,5.84,101310,14.4,-258.55,-264.200608,Baja
12.849969,101300,-3.1,86,5.2,6.4,8.33,5.51,101360,14,-258.35,-264.200608,Baja
13.35,101520,-2,105,3.5,4.6,8.33,6.11,101500,14.1,-258.45,-264.200608,Baja
13.85,101550,-3.5,22,4.7,5.6,7.69,5.71,101660,14.8,-257.65,-264.200608,Baja
13.050012,101770,1.2,109,5.7,6.6,8.33,6.07,101790,14.2,-257.85,-264.200608,Baja
12.35,101990,0.700002,119,4.1,4.9,7.14,5.46,102030,14.1,-258.15,-264.200608,Baja
12.649988,102280,2.1,139,3.5,4.8,7.69,6.09,102270,13.9,-258.05,-264.200608,Baja
13.149988,102540,4,127,3.6,4.3,16,5.97,102510,14.8,-257.45,-264.200608,Baja
13.249963,102670,5.6,151,5.8,6.9,13.79,5.32,102650,14.6,-257.35,-264.200608,Baja
12.949976,102830,4.700003,162,5.3,6.1,13.79,5.03,102830,14,-257.75,-264.200608,Baja
13.149988,102990,5.500001,157,5.5,6.5,5.56,4.75,102970,13.8,-257.75,-264.200608,Baja
13.749994,103120,3.5,177,4.3,5.4,14.81,4.9,103040,14.1,-257.65,-264.200608,Baja
13.449976,103140,2.7,171,2.6,3.5,7.69,6.01,103060,14.1,-257.65,-264.200608,Baja
12.649988,103180,0.2,256,3.5,4.2,14.81,6.56,103110,13.5,-257.75,-264.200608,Baja
13.149988,103190,-2.2,307,5.1,6,7.14,5.56,103100,13.6,-257.95,-264.200608,Baja
13.35,103210,-2.1,284,6.7,7.6,7.69,4.36,103100,13.7,-257.65,-264.200608,Baja
13.550012,103150,-5.2,309,8.6,10.6,5,4.51,103030,14.1,-258.15,-264.200608,Baja
12.749994,103230,-3.599998,294,7.5,9,5,4.51,103080,13.7,-258.65,-264.200608,Baja
12.749994,103150,-3.499999,305,6.9,7.9,5.26,4.66,103080,12.9,-258.95,-264.200608,Baja
13.149988,103130,-2.4,291,9,10.5,5.26,4.38,103060,13.1,-258.75,-264.200608,Baja
13.249994,102980,-3.3,308,8.2,10.2,5.56,4.7,102900,13.4,-258.55,-266.057939,Media
11.85,102840,-3.9,292,8.4,10.2,6.67,4.59,102770,13.1,-258.85,-266.057939,Media
12.749994,102620,-3.2,295,7.2,9,7.14,5.07,102620,13,-258.85,-264.200608,Baja
12.450006,102460,-2.5,299,5.9,7,7.14,4.59,102420,13.7,-258.75,-264.200608,Baja
12.649988,102270,-5.1,313,6.6,8.3,6.67,4.58,102220,13.5,-258.75,-264.200608,Baja
12.85,102140,-4.9,295,8.2,10.3,5.88,4.59,102090,12.8,-258.75,-266.057939,Media
13.450006,101990,-2.4,280,7.8,9.1,6.67,5.26,101920,13.3,-258.75,-266.057939,Media
13.550012,101790,-2.2,292,7.4,9,8.33,5.7,101680,14.7,-258.45,-266.057939,Media
13.749994,101630,-2.9,293,6.1,7,8.33,6.65,101490,14.2,-258.65,-266.057939,Media
13.550012,101540,-2.6,300,5,6.1,7.69,5.7,101400,14.2,-258.55,-266.057939,Media
15.149988,101540,-2.3,286,5.2,6.1,8.33,6.27,101380,14.4,-258.65,-266.057939,Media
14.349969,101410,-2.699998,290,5.7,6.5,8.33,5.67,101310,14.9,-258.15,-266.057939,Media
14.249994,101290,-2.799997,289,5.1,6,8.33,6.11,101190,14.6,-258.15,-266.057939,Media
14.050012,101140,-2.699998,323,4.5,5.8,8.33,5.73,101100,14.3,-258.05,-266.057939,Media
14.85,101160,-3.6,34,2.2,4.2,7.69,6.43,101160,14.5,-258.05,-266.057939,Media
14.649988,101320,-3.299999,317,3.7,4.5,7.69,6.08,101330,15.4,-257.55,-266.057939,Media
14.249994,101460,-5.1,321,5.1,6.1,7.69,6.2,101440,15.4,-257.65,-264.200608,Baja
14.450006,101600,-3.4,307,3.9,4.7,8.33,6.07,101530,15.5,-257.65,-264.200608,Baja
14.649988,101610,-2,303,6,6.9,7.69,5.67,101600,15.3,-257.65,-264.200608,Baja
14.450006,101550,1.1,292,5.1,6.1,7.69,5.22,101550,15.2,-257.25,-264.200608,Baja
13.849969,101440,1.7,218,4.7,5.4,7.14,5.38,101360,14.7,-257.35,-264.200608,Baja
13.749994,101230,0.4,267,5.2,6.3,6.67,4.89,101210,14.7,-257.25,-264.200608,Baja
14.050012,101180,2.700003,246,3.9,4.5,7.69,5.55,101140,15.1,-257.35,-266.057939,Media
14.249994,101010,6,242,7.2,8.3,7.14,4.98,100910,14.6,-257.15,-266.057939,Media
14.050012,100690,6.100003,246,10.5,12.8,5.56,4.86,100550,14.2,-257.35,-268.333838,Moderada
13.550012,100480,4.800002,258,12,14,8.33,5.65,100280,14.6,-257.95,-268.333838,Moderada
13.749994,100610,5.8,252,12.6,15.2,9.09,5.91,100290,14.4,-258.15,-268.340646,MuyAlta
15.050012,100740,4.300003,255,13.6,16.7,10,6.77,100350,14.6,-258.65,-268.333838,Moderada
14.149988,100940,1.400002,272,10.4,12.8,10,6.61,100750,14.4,-258.75,-268.333838,Moderada
13.050012,101200,2.900002,265,9.5,12.5,10,6.62,101000,13.9,-258.55,-268.333838,Moderada
12.749994,101340,3.400003,250,10.2,11.9,9.09,6.13,101210,13.3,-258.75,-268.333838,Moderada
12.749994,101490,7.1,229,9.5,11.2,9.09,5.77,101330,13.6,-258.65,-266.057939,Media
12.649988,101460,7,217,7.8,9.8,8.33,5.75,101390,13.5,-258.65,-266.057939,Media
12.550012,101410,6.6,203,7.9,9.4,8.33,5.54,101340,12.6,-258.85,-266.057939,Media
12.749994,101260,5.6,170,7,8.5,7.69,5.11,101290,12.7,-258.75,-266.057939,Media
13.449976,101110,4.600001,92,4.6,5.4,7.14,5.1,101130,12.7,-258.65,-264.200608,Baja
13.649988,101020,6.300002,173,5.3,6.1,6.67,5.2,100910,13.7,-258.75,-266.057939,Media
13.050012,101110,5.9,172,5.2,6.4,5.88,5.25,101090,12.8,-258.75,-266.057939,Media
13.649988,101220,8.900002,178,8.3,10.2,6.25,4.68,101130,13.7,-258.65,-266.057939,Media
13.749963,101380,8.1,190,7.3,8.4,7.14,5.18,101300,14,-258.75,-266.057939,Media
14.050012,101240,8.000002,158,7.4,8.9,7.69,5.27,101260,13.9,-258.65,-266.057939,Media
13.85,101020,8.200002,175,7.3,8.7,7.69,5.1,100980,13.7,-258.65,-266.057939,Media
14.149988,100950,11.300001,169,9.5,11.4,5.26,4.96,100910,13.9,-258.75,-266.057939,Media
14.35,101100,10.5,199,9.4,11.3,6.67,5.06,100910,14,-258.75,-266.057939,Media
13.649988,101390,8.800001,235,8.8,11.4,7.14,5.1,101250,13.9,-258.75,-266.057939,Media
13.149988,101700,11.2,200,9.8,12,7.14,5.37,101570,13.8,-258.85,-266.057939,Media
13.749994,101910,10.2,216,9.3,11.2,7.69,5.51,101740,13.9,-258.95,-266.057939,Media
13.749994,102090,8.6,231,8.5,10.2,7.14,5.53,101960,14,-258.75,-266.057939,Media
13.450006,102160,6.300002,233,10.4,12.9,7.69,5.27,102030,14.1,-258.85,-266.057939,Media
12.849969,102270,4.3,252,11.3,13.4,7.69,5.25,102080,14,-258.95,-266.057939,Media
13.550012,102340,1.800002,274,9.1,11.2,7.69,5.76,102190,14.1,-258.75,-266.057939,Media
13.749963,102550,0.9,278,9.7,11.6,7.14,4.94,102370,13.9,-258.75,-266.057939,Media
13.449976,102520,-0.899998,289,8,9.6,6.67,5.29,102400,14.1,-258.35,-266.057939,Media
12.749994,102500,-0.099998,293,7.2,8.8,7.14,5,102440,13.7,-258.45,-264.200608,Baja
13.550012,102470,1.300002,319,2.6,3.6,6.25,4.98,102450,13.5,-258.65,-264.200608,Baja
14.149988,102390,3.300002,208,1.7,2.5,5.88,4.77,102380,13.9,-258.35,-264.200608,Baja
13.85,102090,3.1,128,4.7,5.9,5.26,5.18,102140,13.3,-258.35,-264.200608,Baja
13.050012,101960,1.300002,138,4.9,5.6,6.67,4.24,102010,13.6,-258.45,-264.200608,Baja
13.649988,102060,-0.7,141,2.7,3.2,5.88,5,102000,13.9,-258.45,-264.200608,Baja
14.550012,102240,-0.3,257,2.7,3.4,5.26,4.58,102150,14.3,-257.95,-264.200608,Baja
14.549982,102340,-1.599998,256,1.2,1.8,5.88,4.81,102240,14.3,-258.35,-264.200608,Baja
13.85,102500,-1.699998,278,4,4.8,5.56,5.81,102380,14.2,-258.35,-264.200608,Baja
13.649988,102620,-1.2,315,5.1,5.9,6.25,4.52,102520,13.7,-258.45,-264.200608,Baja
14.449976,102790,2.400002,273,3.9,4.6,5.88,4.13,102660,14.5,-258.25,-264.200608,Baja
13.749994,102670,4.2,224,4.5,5.5,5.88,5.07,102610,13.6,-258.25,-264.200608,Baja
12.949976,102530,6.500001,221,7.1,8.6,4.55,4.33,102450,14,-258.45,-266.057939,Media
14.050012,102320,6.1,223,7.3,8.4,7.14,5.25,102190,14.1,-258.45,-266.057939,Media
14.849969,102260,2.9,268,8.6,10.6,7.14,5.18,102130,14.7,-258.25,-266.057939,Media
14.249963,102240,-0.5,269,9.3,10.7,6.67,5.47,102150,14.2,-258.35,-266.057939,Media
12.749994,102390,0,276,9.6,13,8.33,4.96,102120,14,-258.35,-266.057939,Media
13.749994,102520,0,279,6.9,8.5,7.69,5.52,102370,14.4,-258.45,-266.057939,Media
14.149988,102690,0.3,285,8.1,9.8,7.69,5.16,102540,14.5,-258.35,-266.057939,Media
13.749994,102650,1.1,274,5.1,6.1,7.14,5.31,102630,14,-258.15,-264.200608,Baja
13.149988,102640,1.500003,216,2.8,3.4,6.67,5.12,102620,13.8,-258.25,-264.200608,Baja
14.149988,102670,2.100002,196,5,6,6.25,4.83,102570,14.2,-258.15,-264.200608,Baja
14.749963,102700,0.3,278,5.6,6.8,5.56,4.39,102620,14.9,-258.05,-264.200608,Baja
14.35,102680,0.200003,264,6.1,7.4,6.25,4.68,102630,15.2,-257.95,-264.200608,Baja
13.749963,102630,1.4,264,8.2,10,6.67,4.45,102590,14.2,-257.85,-266.057939,Media
14.649988,102580,1.300003,252,7,8.5,7.69,5.16,102540,14.8,-257.75,-266.057939,Media
14.35,102590,0.300002,261,8.4,10,7.14,5.67,102450,15,-257.75,-266.057939,Media
14.050012,102520,-0.199997,271,7.6,9.7,8.33,5.9,102490,14.7,-257.75,-266.057939,Media
14.149988,102600,0.700002,266,8.2,10.1,9.09,5.85,102470,14.2,-257.65,-266.057939,Media
14.35,102520,0.400002,273,7.5,9,7.69,5.75,102470,14.9,-257.65,-266.057939,Media
14.249994,102490,3.700001,251,7.4,9.3,8.33,5.59,102370,14.6,-257.65,-266.057939,Media
14.050012,102250,4.800002,234,7.5,8.6,8.33,5.98,102200,14,-257.65,-268.333838,Moderada
14.450006,102000,7.800002,211,7.2,8.7,9.09,6.23,101910,14.5,-257.75,-268.333838,Moderada
14.550012,101560,12.3,206,11.5,13.6,8.33,5.89,101570,14.4,-257.75,-268.333838,Moderada
14.149988,101310,12.3,198,12.3,15.2,10,6.29,101150,14.9,-257.85,-268.333838,Moderada
13.85,101030,7.100001,226,7.5,9.5,10.81,7.15,100980,14.8,-257.85,-268.333838,Moderada
13.950006,100800,2.000001,269,2.7,3.8,10,7.02,100840,14.4,-257.95,-266.057939,Media
14.349969,100900,-0.499998,271,3,4,10,7.3,100880,13.9,-257.95,-266.057939,Media
14.249963,101160,-0.399998,258,6,7.2,10,6.67,101070,14.7,-257.95,-266.057939,Media
14.049982,101540,-1.599998,298,6.6,7.7,9.09,6.59,101400,14.9,-257.85,-266.057939,Media
13.749994,101770,-0.199998,267,6.8,8.4,8.33,6,101690,15,-257.85,-266.057939,Media
14.050012,102010,1.8,277,6.9,8.8,9.09,5.16,101910,14.8,-257.85,-266.057939,Media
14.149988,102050,7.800002,216,6.7,7.9,8.33,5.53,101930,14.1,-257.75,-266.057939,Media
14.749963,101870,8.8,240,9.3,11.1,7.14,5.15,101700,14.8,-257.75,-268.333838,Moderada
14.649988,101610,7.700002,249,10.2,12.3,6.67,5.59,101460,15.1,-257.85,-266.057939,Media
14.550012,101580,5.700002,250,7.8,9.7,6.67,5.54,101460,14.8,-257.85,-268.333838,Moderada
14.149988,101770,5.5,249,8.2,10.6,7.69,5.8,101620,15,-257.85,-266.057939,Media
14.149988,101870,5.100001,257,8.1,9.6,8.33,5.5,101710,14.5,-257.85,-266.057939,Media
14.149988,101830,8.1,228,5.7,6.9,6.67,5.42,101810,14.2,-257.85,-266.057939,Media
14.550012,101790,10.600001,195,9.5,11.6,6.25,4.81,101700,14.8,-257.85,-266.057939,Media
14.35,101850,11.000002,210,10.3,12.5,6.67,5.46,101750,15.4,-257.75,-266.057939,Media
14.35,101830,11.9,198,11.6,13.8,8.33,5.33,101740,14.8,-257.75,-268.333838,Moderada
14.050012,101670,13.7,178,11.4,13.9,7.69,5.61,101550,14.8,-257.85,-268.333838,Moderada
14.249994,101370,13.4,167,13.3,17.5,7.69,5.8,101230,15,-257.95,-268.333838,Moderada
14.449976,101040,10.700002,204,9.7,12.2,9.09,6.09,100950,14.7,-258.05,-266.057939,Media
13.550012,100800,5.5,196,3.8,4.9,8.33,6.31,100870,14.2,-258.15,-266.057939,Media
13.749994,100610,4.200002,170,3.6,4.2,7.69,5.68,100740,14.1,-258.25,-266.057939,Media
14.050012,100720,5.600001,177,5.8,7,8.33,5.74,100640,14.3,-258.35,-266.057939,Media
14.049982,100620,9.700002,185,8.8,10.2,7.69,4.78,100540,14.4,-258.15,-266.057939,Media
13.949976,100540,11.600001,200,9.4,10.9,7.69,4.93,100440,14.4,-258.25,-266.057939,Media
13.949976,100390,11.100001,188,9.5,12.1,7.14,5.23,100360,14.2,-258.35,-268.333838,Moderada
13.85,100280,12.300001,195,11,15,7.69,5.66,100300,14.2,-258.55,-268.333838,Moderada
13.849969,100450,11.4,200,11.2,13.3,10,6.76,100310,14.5,-258.55,-268.333838,Moderada
14.050012,100670,10.800001,206,11,14.1,10,6.3,100480,14.5,-258.45,-268.333838,Moderada
13.550012,100940,9.200002,224,9.2,11.2,10.81,6.66,100700,14.4,-258.65,-268.333838,Moderada
14.35,101150,10.400003,209,9.6,11.4,8.33,5.87,100950,14.3,-258.25,-268.333838,Moderada
14.35,101500,10.3,216,9.9,11.8,11.43,6.51,101310,14.4,-258.55,-268.333838,Moderada
13.950006,101650,8.400002,217,9.4,11.4,10,6.33,101530,14,-258.25,-268.333838,Moderada
13.749963,102010,5.800002,251,4.5,6.7,10,6.65,101880,13.8,-258.25,-266.057939,Media
13.550012,102290,3.900002,233,7.2,8.7,10,5.49,102230,14.1,-258.35,-266.057939,Media
14.550012,102610,4.900002,217,4.7,5.9,7.69,6.03,102540,14.3,-258.15,-264.200608,Baja
14.249963,102640,6.400002,177,4.7,5.6,9.09,5.32,102660,14.3,-258.25,-264.200608,Baja
14.550012,102550,8.600003,143,6.3,7.4,8.33,5.13,102650,14.4,-258.25,-264.200608,Baja
14.649988,102410,10,129,9.8,12.3,4.55,4.2,102500,13.9,-258.35,-266.057939,Media
16.049982,102440,7.3,158,5.8,6.8,6.67,5.26,102260,14.7,-258.55,-266.057939,Media
15.449976,102380,6.100003,222,3.8,4.9,7.69,5.51,102260,14.5,-258.35,-266.057939,Media
14.749963,102370,6,209,8.6,10.1,7.14,4.85,102190,14.9,-258.35,-266.057939,Media
14.450006,102590,1.9,284,4.3,5.3,8.33,6.68,102450,14.2,-258.35,-266.057939,Media
14.85,102690,1,306,3.8,4.7,11.43,6.06,102670,14.8,-258.05,-266.057939,Media
14.550012,102620,2.7,80,0.5,0.9,10,6.69,102690,14.4,-258.05,-266.057939,Media
14.85,102490,0.2,57,4.4,5.3,9.09,6.91,102520,14.2,-258.15,-264.200608,Baja
15.249994,102300,0.4,76,4.6,5.6,9.09,6.11,102410,14.5,-258.15,-266.057939,Media
14.749994,102340,-3,60,1.1,1.7,9.09,6.57,102340,14.9,-257.85,-266.057939,Media
14.249994,102360,-2.7,171,0.8,1.2,7.69,6.11,102300,13.7,-257.85,-264.200608,Baja
14.149988,102260,-3.9,299,7.5,8.5,8.33,4.84,102180,14.3,-258.15,-264.200608,Baja
14.149988,102290,-3.499997,310,6.5,8.1,8.33,5.13,102150,14.4,-258.45,-264.200608,Baja
14.249963,102130,-2.599997,297,6.2,7.1,5,4.57,102090,14.6,-258.25,-264.200608,Baja
14.249963,102110,-3.399998,307,5.7,6.6,7.69,5.2,102030,14.5,-258.35,-264.200608,Baja
13.549982,101950,-1.7,259,3.8,5.3,8.33,5.06,101920,14.1,-258.35,-264.200608,Baja
13.649988,101940,0.800002,258,5.6,6.7,7.14,4.82,101850,14.5,-258.45,-264.200608,Baja
13.749994,101710,6.400002,229,6.2,8.1,5.26,4.67,101690,14.5,-258.15,-264.200608,Baja
14.049982,101460,9.2,179,7.6,9,5,4.17,101520,14.1,-258.15,-266.057939,Media
14.749994,101190,11.1,160,10,12.1,5.56,4.72,101130,14.2,-258.35,-266.057939,Media
14.550012,101280,9.500002,201,7.8,9.3,6.25,5,101110,14.7,-258.45,-266.057939,Media
14.85,101470,8.900002,226,8.2,9.8,6.67,4.87,101360,14.1,-258.45,-266.057939,Media
14.550012,101620,8.700003,186,7.3,8.7,9.09,5.78,101570,14.7,-258.25,-266.057939,Media
14.950006,101890,8.900002,189,7.2,8.3,10,6.12,101820,14.7,-258.35,-266.057939,Media
15.450006,102250,8.100001,198,6.6,8,9.09,6.31,102070,15.1,-258.35,-266.057939,Media
15.249994,102590,9.500002,200,8.4,9.8,8.33,5.49,102460,15.4,-258.25,-266.057939,Media
14.749994,102860,10.6,190,7.1,8.4,6.67,5.71,102810,15.2,-258.35,-266.057939,Media
14.85,103110,9.600001,196,7.9,9.6,7.69,5.33,103050,15,-258.45,-266.057939,Media
14.649988,103400,9.100001,193,8.2,9.8,7.14,5.42,103350,14.5,-258.35,-266.057939,Media
14.649988,103580,8.200002,206,7.9,9.2,7.14,5.42,103520,14.6,-258.45,-264.200608,Baja
14.35,103650,5,217,5.2,6.9,6.67,5.22,103560,14.6,-258.45,-264.200608,Baja
14.349969,103600,5.3,216,6.4,7.7,7.69,5.33,103500,13.9,-258.35,-264.200608,Baja
14.649988,103480,6.400002,216,7.2,8.8,7.69,4.91,103340,14.3,-258.35,-266.057939,Media
15.149988,103220,5.900003,239,7,8.7,7.14,5.24,103080,15,-258.25,-266.057939,Media
14.950006,102780,3.800003,247,8.4,9.8,5.56,4.69,102690,15.3,-258.35,-266.057939,Media
14.550012,102570,-0.5,276,9.8,11.5,6.67,5.24,102420,14.8,-258.35,-266.057939,Media
14.249994,102380,-1.8,305,5.6,6.8,7.14,5.41,102280,14.7,-258.35,-266.057939,Media
14.35,102260,-2.2,289,7.9,9,7.14,5.25,102190,14.3,-258.35,-266.057939,Media
13.749963,101880,0.9,266,5.8,6.8,6.67,5.23,101890,14.6,-258.25,-264.200608,Baja
13.950006,101490,-0.2,159,1,1.7,7.14,5.17,101540,14,-258.25,-264.200608,Baja
14.749963,101230,-4.599998,323,2.6,3.1,6.67,5.49,101300,14.2,-258.25,-264.200608,Baja
15.35,101130,-4.4,1,3.9,4.7,7.14,5.17,101250,14.2,-258.05,-264.200608,Baja
14.550012,101060,-3.9,315,3.6,4.4,7.14,5.92,101110,14.6,-258.05,-264.200608,Baja
14.450006,100940,-4.4,356,5.1,6.5,7.69,6.16,101000,13.9,-258.05,-264.200608,Baja
14.649988,100870,-3.2,347,3.5,4.2,7.14,5.82,100870,14.8,-257.85,-264.200608,Baja
14.85,100800,-4.5,66,4.5,5.4,10,6.32,100860,15.1,-257.35,-264.200608,Baja
14.85,100870,-6.4,48,6.5,7.9,7.69,5.25,100960,14.9,-257.65,-266.057939,Media
14.749994,100900,-8.5,10,4.7,5.5,5.88,5.18,101060,15.1,-257.75,-264.200608,Baja
15.749994,100930,-9.9,344,7.3,8.5,7.14,4.91,100980,15.3,-257.85,-266.057939,Media
15.749963,100990,-7.999999,354,6.5,7.4,8.33,5.4,100990,15.7,-257.65,-266.057939,Media
15.149988,100980,-4.999999,350,3.6,4.3,7.14,6.04,101030,15.3,-257.65,-264.200608,Baja
14.749994,100970,-2,97,5.4,6.6,7.14,5.84,101010,15.3,-257.75,-264.200608,Baja
14.450006,101010,-4.399999,43,7.5,8.6,7.14,4.45,101040,14.6,-257.75,-266.057939,Media
15.35,101060,-5.3,8,7.1,8.4,8.33,5.12,100850,13.8,-257.75,-264.200608,Baja
14.749994,101180,-5.8,50,5.7,6.9,7.69,5.43,101180,14.6,-257.75,-266.057939,Media
