@relation 'AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R8,11-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute DPD numeric
@attribute APD numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
283.599976,100370,74,16.800001,0.400002,268,13.8,10,6.94,MuyAlta
283.899994,100090,80,17.9,4.5,262,13.9,10,7.08,MuyAlta
283.899994,100170,81,18.799999,-1.399998,280,14.6,12.12,7.6,MuyAlta
283.399963,100510,85,17.100002,-3.999999,284,13.3,12.9,8.62,MuyAlta
284.299988,101240,79,16.100002,-6.899999,294,13.6,11.663012,7.671493,MuyAlta
284.100006,101850,80,13.500002,-5.6,297,12.1,11.43,7.71,MuyAlta
283.499969,102150,81,10.8,-1.299999,269,10.2,12.12,8.36,Moderada
283.499969,101890,88,7.9,9.400002,227,9.7,10.81,6.84,Moderada
284.200012,101370,95,10.700002,12.4,228,13.4,9.09,6.54,MuyAlta
283.5,101300,82,18.4,5.100001,248,15.8,10,7.45,MuyAlta
282.199982,101460,77,19.000002,3.600002,264,16.3,12.9,9.74,MuyAlta
281.999969,101490,78,17.5,3.100003,276,15.1,13.79,9.08,MuyAlta
282.600006,101600,72,16.200001,-6.099998,297,13.2,11.663012,7.671493,MuyAlta
284.299988,101940,70,11.000002,-10.999998,319,11.7,12.12,7.96,MuyAlta
283.899963,102420,78,6.4,-11.6,329,10.2,11.43,7.86,Moderada
283.099976,102690,77,7,-9.099998,319,9.1,11.43,7.27,Moderada
283.5,102790,81,8.800001,-7.299998,308,10.3,10,6.66,Moderada
283.700012,102720,85,9.9,-6.299997,294,10.2,9.09,5.95,Media
282.899994,102660,90,12.300001,-5.199998,293,9.9,8.33,5.35,Moderada
282.100006,102550,90,12.900002,-6.6,294,11.7,8.33,5.44,Moderada
282.699982,102560,86,12.1,-6.7,292,10.4,8.33,5.85,Moderada
282.899994,102500,87,13.700002,-6.599998,305,10.7,9.09,6.12,Moderada
282.399994,102590,92,12,-5.9,294,9.7,9.09,6,Moderada
282.100006,102510,96,12.500002,-5.099998,299,10.8,8.33,5.65,Moderada
283.399963,102550,90,10.700002,-3.699997,302,5.8,9.09,6.22,Media
283.799988,102380,92,10.2,0.8,281,8.4,8.33,5.46,Media
283.199982,102070,100,11.8,3.700001,232,7.8,7.69,5.29,Media
282.899994,101890,100,12.9,1.5,262,9.7,7.14,5.26,Moderada
283.5,101860,90,12.000002,-0.699998,279,8.2,9.09,6.01,Moderada
282.899994,101890,86,11.1,-3.299999,281,7.8,10,6.42,Moderada
282.599976,101910,76,6.900002,-1.299999,274,7.2,10.81,6.01,Media
282,101710,79,3.500001,0.400002,250,5.4,10,6.15,Media
282.299988,100880,89,-3.4,7.600001,168,7.3,9.09,6.14,Media
283.700012,100030,94,10.600001,7.100001,229,11.6,6.25,5.34,Moderada
282.200012,99900,89,15.900002,5.7,270,10.9,9.09,6,Moderada
281.700012,100030,88,14.200002,2.1,301,6.7,10,6.92,Moderada
281.199982,100420,88,13.400002,-0.799998,276,11.1,10,6.59,Moderada
281.299988,100580,83,10.300001,3.600002,250,10.2,12.12,6.94,Moderada
280.899994,100320,80,7.800002,4,254,10.3,10.81,7.02,Moderada
280.299988,100260,80,9,-1.199998,270,8.1,10,6.38,Media
280.299988,100280,79,9.400002,-1.299997,281,5,8.33,6.18,Moderada
281,100380,74,11.100001,-1.5,284,10.6,8.33,6.09,Media
280.899994,100520,77,11.400002,-2.099998,312,6.9,7.69,5.48,Media
280.599976,100440,87,8.6,2.6,267,7.3,7.69,5.61,Media
281.699982,99900,72,-0.999998,7.4,198,5.7,7.69,6.19,Media
282.099976,98440,94,-13.299998,14.400002,142,13.5,5.56,4.97,MuyAlta
282.399963,97190,92,0.3,10.8,151,7.5,9.09,6.9,Moderada
281.299988,97010,98,3.9,8.300001,175,3.2,10,7.53,MuyAlta
282.199982,97000,88,-2.099998,-1.499998,90,2.2,10,7.5,MuyAlta
282.600006,97500,82,1.200001,-8.8,349,4.8,12.12,9.11,MuyAlta
281.999969,98000,78,6.4,-11.199999,338,8.5,14.81,8.55,MuyAlta
280.999969,98430,68,13.1,-10.599998,305,13.6,12.12,7.22,MuyAlta
279.600006,98680,65,14.000002,-3.799999,281,14,13.79,7.31,MuyAlta
278.999969,98860,63,14.000002,-5.099997,287,10.4,10.81,7.45,MuyAlta
278.399994,99230,70,10.6,-4.599998,308,10.8,11.43,7.41,Moderada
278.399963,99360,72,7.700002,-2.3,296,8,11.43,7.54,Moderada
277.799988,99400,68,6.100001,2.000003,279,3.4,11.43,7.5,Moderada
278.899994,99280,64,-0.299998,3.6,232,3.7,10.81,7.49,Media
279.899994,98800,82,-10.399999,4.9,132,7.9,10,6.27,Media
280.799988,98000,86,-11.5,1.200001,88,11,5.56,4.87,Moderada
282.100006,97590,82,-6.3,-0.999998,78,10.7,7.14,5.42,Moderada
281.600006,97720,83,-0.6,-4.899997,102,6.7,8.33,6.33,MuyAlta
280.399963,98440,81,0.000002,-7.999999,42,4.2,10,8.03,Moderada
280.100006,99410,76,4.6,-5.1,248,1.3,10,7.38,Moderada
281.399963,100090,66,6.200002,-2.2,324,6.7,8.33,6.16,Moderada
281.099976,100650,76,6.4,1.100002,259,6.2,12.9,7.57,Moderada
279.499969,101000,80,-0.299998,2.200001,203,5.7,12.12,7.45,Moderada
280.499969,100870,69,-2.299999,-0.5,47,0.9,10.81,7.77,Media
280.299988,100450,86,0,-9.899999,33,5.5,11.43,7.3,Media
280.299988,101290,66,8.5,-6,315,10.8,10,5.1,Media
279.799988,102170,62,2.5,0.2,301,5.9,6.25,5.63,Media
279.600006,101980,77,-8.8,2.900003,128,5.8,9.09,7.4,Media
280,101360,96,-11.3,4.4,149,8.5,10.81,5.71,Moderada
280.399994,101240,90,4.6,3.8,182,8,10.81,6.67,Media
281.100006,101620,81,8.800001,0.9,236,4.5,10,6.45,Moderada
280.700012,102170,83,6.200002,3.8,272,10,10,6.12,Moderada
281.299988,102330,75,5.400002,8.200002,216,10.1,10.81,6.54,Moderada
281.399963,102280,71,3.800002,12.000002,194,9.7,9.09,6.06,Moderada
281.499969,101920,83,-3.3,12.400003,197,9.9,7.69,5.72,MuyAlta
282.5,101160,100,-7.9,17,154,13.8,14.81,7.53,MuyAlta
284.5,100820,96,3.7,16.200001,193,11.3,9.09,7.74,MuyAlta
283.499969,100820,100,5.400002,13.200002,202,10.3,14.81,8.74,MuyAlta
283.5,100910,99,5.3,12.100001,204,11.3,13.79,7.67,MuyAlta
282.600006,101220,100,7.900002,6.600001,236,10.5,16,8.39,Moderada
282.200012,101870,90,9.000002,-0.299997,259,9.3,12.12,7.37,Moderada
281.399994,102380,83,5.400002,-3.799997,278,7.7,10,7.33,Moderada
281.200012,102700,78,0.600002,-3.399998,308,4.9,13.79,8.19,Moderada
280.799988,102960,85,-3.3,-2.1,92,1.7,10,8.54,Moderada
281,102990,86,-5.7,-1.199997,117,1.5,13.79,8.5,Moderada
281.499969,103020,81,-6.799998,-0.7,93,3.8,12.9,9.37,Media
281.599976,102930,81,-8.499998,2.200001,118,6,10.81,7.33,Media
281.699982,102800,87,-4.9,5.700003,135,6.4,10.81,6.7,Media
282.699982,102790,90,-1.4,8.4,171,7.7,10,5.66,Media
283.399994,102810,91,2,8.1,191,7.4,10,5.68,Media
282.799988,102830,97,2.9,9,211,7.9,9.09,5.18,Media
282.399994,102880,100,5.7,10.1,211,8,10,5.23,Media
282.799988,102850,98,7.400002,7.000001,232,9.1,7.14,5.18,Media
282.5,102880,100,6.400002,2.400002,259,8.3,7.14,5.01,Media
281.999969,102770,100,8.5,2.1,255,6.5,9.09,5.8,Moderada
281.699982,102690,98,11.600001,-0.4,276,11.1,17.39,6.13,Moderada
281.700012,102610,86,11.3,-4.2,286,10,14.81,6.92,Moderada
282.100006,102560,86,9.8,-6.099998,302,9.5,13.79,7.53,Moderada
281.599976,102590,95,5.300002,-6.399999,321,6.3,10,7.09,Media
282.200012,102640,95,5.8,-5.7,324,4.8,12.12,7.62,Media
282.299988,102730,95,2.600002,-4.6,313,3.3,10,7.28,Media
283.199982,102810,92,2.3,-3.2,215,3.3,10,6.73,Media
283.100006,103090,84,-4.099998,-2.3,121,5.5,10,7.3,Baja
282.799988,103390,80,-1.899998,-3.4,107,2.8,8.33,6.49,Baja
282.099976,103680,75,-3.399998,-3.2,160,0.9,9.09,6.56,Baja
281.799988,103650,80,1.2,-1.8,255,4.2,7.69,6.32,Baja
280.999969,103510,92,7.7,-1.199997,283,7.7,6.25,4.6,Baja
280.599976,103170,97,11.700002,-1.299999,291,8.3,4.76,4.12,Media
280.299988,102800,92,11.200002,-2.7,288,10.7,5.26,4.43,Media
281.799988,102320,84,12.600001,-6.999999,298,11.4,7.14,5.38,Moderada
281.799988,102340,86,7.000003,-10.8,338,8.6,7.69,5.61,Media
281.999969,102500,85,0.700002,-8.7,354,6.6,7.69,6.04,Media
282.5,102710,78,-1.699998,-3.9,58,2.4,8.33,5.72,Media
282.199982,102640,77,1.900002,-2.9,54,1.4,7.69,5.98,Media
281.399994,102650,66,0.000002,1.2,176,2.4,7.14,5.67,Baja
280.799988,102380,66,1.1,4.8,205,6.6,6.67,5.07,Baja
280.799988,101890,67,-2.7,10.300001,194,8.3,4.35,4.25,Media
280.999969,100950,81,-7.299998,14.3,163,12,6.25,4.86,MuyAlta
281.399994,99710,93,-10.8,10.200002,124,17,8.33,6.62,MuyAlta
281,98980,99,-12.3,3.8,100,17.2,10.81,7.35,MuyAlta
281.199982,98760,96,-11.399999,-4.299998,77,18.2,10,7.55,MuyAlta
280.599976,98850,100,-13.6,-6.9,70,20.7,10.81,8.37,MuyAlta
281.100006,99340,90,-14.9,-9.699999,79,11.9,12.9,9.06,MuyAlta
281.999969,99440,93,-16.499996,-9.6,60,20.8,12.12,9.14,MuyAlta
281.799988,100020,92,-19.899998,-9,81,17,12.12,8.87,MuyAlta
281.799988,100530,90,-14.4,-8.2,78,14.4,12.9,8.59,MuyAlta
281.399994,100900,92,-13.999998,-9.2,67,11.7,12.9,8.28,MuyAlta
282,101170,88,-12.9,-10,54,9.9,13.79,8.97,MuyAlta
282.100006,101480,78,-10.099998,-9.499997,33,7.5,13.79,8.94,MuyAlta
281.899963,101480,75,-5.1,-11.999998,9,8.4,14.81,9.27,MuyAlta
280.600006,101640,77,0.200002,-10,351,7.8,12.9,8.7,Moderada
279.600006,101510,87,6.100001,-9.199999,315,9.2,13.79,8.09,Moderada
279.399963,101500,86,7.000001,-6.4,308,8.8,12.9,7.22,Moderada
279.399994,101320,80,9.9,-3.7,293,9.1,12.9,6.41,Moderada
279.999969,101050,83,10.100001,-1.2,269,8.8,12.12,6.15,Moderada
279.299988,100800,86,10.400002,-5.5,306,11.9,12.12,6.12,Moderada
277.899963,100800,69,11.600001,-5.299998,295,12.2,9.09,6.44,Moderada
277.899963,100580,66,11.3,-6.599998,282,11.2,9.09,6.79,Moderada
277.599976,100460,71,7.6,-4.1,298,4.8,10.81,6.78,Moderada
278.200012,100480,63,3.200001,-5.3,28,5.6,10,7.19,Moderada
279.199982,100660,63,-3.699998,-5.899999,22,7.6,10,6.77,Media
278.999969,100860,68,-4.9,-8.499998,61,7.4,10,6.33,Moderada
279.5,101090,68,-2.499999,-10.199999,3,11.1,9.09,5.87,Moderada
278.199982,101300,76,-1.1,-11.8,9,9,7.69,6.33,Moderada
277.799988,101350,72,0.800002,-10.299998,13,6.7,7.69,6.16,Media
278.100006,101020,68,6.800002,-6.199998,287,4.8,8.33,6.46,Media
278.899994,100380,75,6.5,-2.3,203,5.7,7.69,5.95,Media
277.899994,99830,77,2.700001,-9.5,19,9,9.09,6.23,Moderada
278.100006,99820,72,1.200001,-12.7,6,10.6,10.81,5.85,Moderada
279.299988,99670,76,-0.299998,-15.599998,12,13,7.69,5.99,Moderada
280.700012,99940,73,-5.899999,-14.299998,36,12.2,10,6.74,Moderada
280.199982,100460,71,-5.2,-12.4,32,10.9,8.33,6.57,Moderada
280.200012,100750,66,-2.499999,-10.899999,15,5.2,8.33,6.4,Media
279.600006,100860,70,0.300002,-11.599998,6,6.5,8.33,6.22,Moderada
278.899994,100980,67,-0.399998,-9.3,349,6.2,9.09,5.9,Moderada
278.600006,100990,71,0.5,-10.999998,357,9,9.09,5.81,Moderada
278.399994,100850,69,0.500002,-8.299998,14,9.1,8.33,5.78,Media
277.999969,100830,73,1.300002,-9.999998,8,6.4,9.09,5.76,Media
277.499969,100750,69,3.000001,-7.099998,316,6.7,7.69,6.02,Media
278.199982,100820,79,4.900002,-5.699998,308,5.6,7.14,5.4,Baja
279,100760,70,6.2,-1.3,295,6.1,7.14,4.91,Baja
279.499969,100540,82,11.100001,2,264,9.1,4.55,4.3,Media
278.100006,99440,88,12,-0.4,259,8.2,10.266043,6.676096,Media
278.299988,99300,80,10.7,-6.899999,325,8.2,10,5.82,Moderada
278.399994,99530,76,11.6,-6.4,302,9.7,10,6.4,Moderada
278.799988,99850,69,8.400002,-3.5,289,8.4,10.81,6.92,Moderada
278.899994,100090,61,4.200002,-3.399998,206,1.7,11.43,7.38,Moderada
279.399994,100230,65,0.900002,-7.5,14,8.9,10.81,6.9,Moderada
278.899963,100380,77,2.1,-6.699998,8,7.1,8.33,6.69,Media
278.399963,100490,75,1.000002,-5.4,14,4.4,10,6.08,Moderada
277.5,100200,75,6.500001,-2.699998,271,7.1,7.69,6.7,Media
277.699982,99600,74,2.400003,9.700002,201,8.4,9.09,5.66,Media
279.200012,98460,91,-1.499998,18.600002,171,11.5,5,4.78,Moderada
279.299988,98120,90,-0.099998,14.200002,162,14.8,7.69,6.08,Moderada
278.700012,98150,89,0.000002,11.000002,158,8.2,7.69,5.88,Moderada
278.599976,98590,76,-0.099997,9.800001,171,6.8,10.81,7.15,Moderada
279.499969,99210,69,0.100002,6.9,157,5.2,8.33,7.39,Moderada
279.200012,99970,78,0.4,3.000001,149,3.1,9.09,7.68,Moderada
278.799988,100560,74,-1,0.800003,159,4,10,7.06,Moderada
279.299988,100800,68,-3.9,-2.599998,96,3,8.33,7.35,Moderada
279.999969,100610,74,-3.6,-5.5,40,3.5,8.33,6.78,Media
280.099976,100540,77,-3.099998,-6.8,11,4.3,7.14,6.23,Media
279,100190,77,1.5,-10.4,325,6.9,6.67,5.69,Media
279.200012,100160,69,2.600002,-12.499998,336,9.8,5.26,4.91,Moderada
277.600006,100020,73,7.500001,-9.2,327,10,10.81,6.08,Moderada
277.600006,99990,76,8.000002,-2.7,276,10.4,10,6.03,Moderada
276.899994,99490,96,8.900002,6.6,241,8.8,10,5.92,Media
278.799988,98610,97,5.5,8.4,204,8.4,6.25,5.31,Media
278.999969,98160,82,14.6,1.3,258,11.5,7.69,5.61,Moderada
278.299988,98200,79,14.5,1,263,12.9,9.09,6.32,MuyAlta
279.299988,98270,78,10.300001,-6.8,323,15,10,6.6,MuyAlta
278.899963,98370,79,9.3,-8.1,340,11.9,12.9,7.2,MuyAlta
278.5,98680,77,13.3,-7.7,309,11.1,10.81,7.74,MuyAlta
277.799988,99010,81,11.4,-4.6,290,10.3,10,7.42,MuyAlta
277.699982,99370,79,8.400002,-3.899997,274,7.6,12.9,8.04,Moderada
277.899994,99730,89,4.300003,-2.699998,267,4,10,7.33,Moderada
278.199982,99790,82,5.400002,-3.5,295,4.2,12.12,7.9,Media
277.5,99860,76,6.4,-4.4,316,8.3,7.14,6.65,Media
277.299988,99550,81,8.4,-4.6,304,8.2,8.33,6.2,Moderada
276.100006,99210,68,9.300001,-1.7,287,8.5,8.33,5.67,Media
276.899994,98820,81,5.1,7.500001,256,4.9,10,5.62,Media
278.899994,98410,87,7.5,9.800001,180,11.7,5.26,4.71,Moderada
278.699982,98800,93,15.1,5.6,255,12.5,7.69,5.6,Moderada
278.999969,98890,84,4.900003,11.2,213,9.6,8.33,6.17,MuyAlta
278.799988,98880,88,1.6,9.8,193,11.2,14.81,9.15,MuyAlta
278.700012,98960,90,3.900002,3.300002,205,5.8,17.39,10.26,MuyAlta
277.999969,99150,97,5.9,4.2,223,6.3,16,10.29,MuyAlta
278.299988,99490,96,6.2,7.600001,256,7.7,17.39,9.83,MuyAlta
279.200012,98900,100,-1.699998,16.100002,193,12,17.39,10.43,MuyAlta
280.099976,98630,88,7.800002,10.700002,245,11.1,14.81,7.75,MuyAlta
278.299988,99100,89,12.100001,7.1,247,10.8,9.09,7.27,MuyAlta
279.099976,99470,85,3.300002,10.300001,202,8.4,10.81,7.17,MuyAlta
277.899994,99400,92,3.600002,8.400002,201,10,14.81,9.14,MuyAlta
278.200012,99630,86,7.800002,6.100001,218,8.2,16,10.24,MuyAlta
278.799988,99880,75,6.800002,6.200002,240,7.7,16,9.65,MuyAlta
278.399994,100030,75,3.700001,3.800002,248,6.2,16,9.7,MuyAlta
278,100040,80,-0.299998,3.700001,43,2.9,14.81,9.72,MuyAlta
278.099976,100220,82,-2.7,1.1,119,1.9,14.81,10.72,Moderada
277.600006,100510,80,-4.299998,-5.7,28,5.8,14.81,9.93,MuyAlta
278.5,100920,69,-1.599998,-7.699998,13,5.4,13.79,9.05,Moderada
278.399994,101330,82,4.900002,-6.099998,311,5.9,13.79,8.18,Moderada
277.899963,101620,83,5.400002,-3.199998,278,5.3,12.9,7.88,Media
277.899994,101770,75,5.400002,1.200001,248,5.3,12.12,7.63,Moderada
278.299988,101640,83,6.2,6.200002,237,6.8,11.43,7.02,Media
278.999969,101390,85,4.200002,10.600001,206,8.2,9.09,5.4,Media
279.999969,101130,85,0.1,12,180,10.4,6.67,5.66,Moderada
280.299988,100670,92,-2.099998,14.400002,175,11.5,8.33,5.93,MuyAlta
280.499969,100040,96,-4.299998,19.5,162,15.9,9.09,6.78,MuyAlta
280.599976,99700,97,-0.899998,18.800001,177,14.8,10,7.58,MuyAlta
280.799988,100160,82,5.8,15.800001,200,13.6,12.12,8.03,MuyAlta
279.099976,100770,85,9.6,12.700002,207,14,12.12,8.38,MuyAlta
279.299988,101540,73,7,8.400002,231,13.2,14.81,9.16,MuyAlta
279.5,101900,72,-2.499999,8.1,212,6.9,12.9,9.13,MuyAlta
280.200012,101410,89,-12,6.600001,131,10.9,12.9,9.14,Moderada
281.200012,100880,95,-5.2,15.3,156,12.2,12.9,7.15,MuyAlta
280.600006,101240,96,0.600002,14.6,195,13.5,9.09,6.92,MuyAlta
281.100006,101420,96,-6.799998,12.300001,171,13,10.81,7.44,MuyAlta
280.499969,101320,100,-8.699999,15.500002,155,14.3,10.81,7.17,MuyAlta
280.799988,101080,96,-8.5,16.900002,160,15.4,10.81,7.95,MuyAlta
281.100006,101020,96,-6.2,15.6,159,13.3,11.43,7.99,MuyAlta
281.700012,100890,94,-5.299998,16.299999,164,12.2,12.12,7.71,MuyAlta
280.999969,100990,99,-2.3,14.5,181,11.3,12.12,8.08,MuyAlta
280.999969,100790,99,-5.199998,10.1,154,8.9,10.81,7.59,MuyAlta
281.600006,100360,96,-6.6,13,151,12.4,12.12,7.55,MuyAlta
281.100006,100230,95,-5.799998,12.4,161,12.7,10,6.72,Moderada
280.499969,100020,98,-7.699998,10.4,153,12.2,10.81,7.27,Moderada
280.799988,99820,94,-1.5,9.1,159,8.7,10,6.88,Moderada
279.399963,100120,100,2.900002,3.200001,292,3.9,11.43,8.21,Moderada
279.200012,100390,97,-0.399998,3.500001,272,3.2,11.43,7.77,Moderada
279.799988,100230,97,-4.899999,1.000002,73,4.4,11.43,7.96,Moderada
279.899963,99800,100,-9.5,0.500002,69,7.5,10.81,7.43,Moderada
280.899963,99120,94,-4.2,7.500003,98,7.5,10,6.75,Moderada
279.499969,99580,96,5.7,16.500002,192,10.8,10.81,6.09,Moderada
279.600006,100700,88,-0.3,14.3,187,12.8,10,6.75,Moderada
279.899994,101010,94,-9.5,10.7,148,7.6,10,7.17,Moderada
280.399963,99770,88,-21.699997,4.100001,91,13.5,6.67,6.35,MuyAlta
281.299988,98450,96,-14.3,22.400002,127,18.8,10.81,7.64,MuyAlta
280.899994,99390,85,5,17.800003,195,16.7,12.12,8.28,MuyAlta
279.099976,100550,83,1.800002,11.800001,195,10.7,13.79,8.53,MuyAlta
279.399963,100860,86,-4.699998,8.2,168,8.2,13.79,8.61,MuyAlta
279.700012,100780,92,-9.199999,7.100001,119,8.3,13.79,8.82,Moderada
279.700012,100630,100,-6,10,141,9.9,12.12,7.18,Moderada
280.200012,101010,95,-2.199998,11.200002,168,9.8,10.81,6.83,Moderada
279.899994,101390,99,-5.099998,5.8,156,8.1,11.43,7.3,Moderada
280.099976,101150,98,-11.6,5.000001,124,7.5,10,6.56,Moderada
280.999969,100790,95,-8.699999,10.4,123,11.8,12.9,7.07,Moderada
280.799988,100820,97,-4.299998,12.400002,151,11.7,13.79,6.67,Moderada
280.799988,100860,94,-2.499999,6.500001,178,4.9,10,7.42,Moderada
280.600006,100600,94,-2.799999,2.7,169,4.1,10.81,7.56,Moderada
280.799988,99970,94,-0.899997,0.400002,102,3.9,10.81,7.77,Moderada
279.700012,99860,99,12.1,5.700002,233,7.1,10.81,8.24,Moderada
278.999969,100590,91,11.7,10.000002,238,10.8,10,6.55,Moderada
278.299988,100910,92,7.3,11.800001,221,11.2,10,6.82,Moderada
278.600006,101160,88,10.500002,6.2,243,11.9,10.81,6.63,Moderada
277.600006,101470,88,9.800003,4.000001,267,7.8,10,6.73,Moderada
278.600006,101350,77,-0.9,10.000003,187,8.5,10,6.97,Moderada
279.700012,100160,93,-7.999999,19.300001,147,16.1,6.67,5.78,MuyAlta
280.199982,99570,95,7.1,9.300001,211,9.8,10,6.96,Moderada
278.599976,99960,94,15,2.3,274,9.4,10,6.61,MuyAlta
278.600006,100240,81,10.300001,3.900002,257,9.9,10.81,7.43,MuyAlta
278.899963,100410,82,12.4,5.300003,254,11.4,12.12,7.54,MuyAlta
278.099976,100630,91,10.7,8.700002,239,11.3,12.12,7.28,Moderada
278.399963,100610,88,9.700002,7.000001,246,10.9,10.81,6.81,Moderada
278.399963,100450,81,8.600001,7.7,225,9.6,10.81,7.52,Moderada
277.899963,100370,81,10,5.200002,239,9.8,11.43,7.53,MuyAlta
277.999969,100550,80,11,1.700001,255,7.1,13.79,8.85,Moderada
277.700012,100860,87,8.900002,-2.799997,273,6.3,12.12,8.03,Moderada
278.299988,101280,77,4.400002,-7.499999,341,5.5,14.81,8.2,Moderada
278.799988,101800,76,2.500003,-8.999997,351,7.4,12.12,7.86,Moderada
278.699982,102390,74,0.2,-9.099998,0,6.8,12.12,7.21,Moderada
277.799988,102730,76,2.1,-5.6,329,3.5,10.81,8.04,Media
277.100006,102950,75,5.4,-3.499997,282,5.8,10,6.86,Media
277,102980,89,7.600001,0.900002,262,8.2,8.33,6.05,Media
278.399963,103090,91,9.700002,2,257,9,5.26,5.06,Moderada
278.599976,103130,96,8.4,2.200001,263,8.8,8.33,5.98,Moderada
278.399963,103180,93,5.7,-1.099998,302,5.3,16,8.86,Moderada
278.399994,103300,87,5.400002,-4.899999,310,7.4,12.9,8.36,Moderada
278,103380,87,-0.099998,-6.399997,341,6.5,14.81,7.81,Moderada
277.600006,103390,71,-3.7,-5.1,26,4.8,13.79,8.44,Media
277.799988,103220,66,-9.8,-0.099998,87,8.5,12.12,6.4,Media
278.5,102930,58,-15,4.3,109,11.5,5,4.93,Moderada
278.100006,102670,70,-16.799999,5.900002,108,13.8,7.14,5.8,Moderada
278.199982,102610,66,-15.999998,6.100001,108,14.4,7.69,5.5,MuyAlta
278.100006,102520,63,-16.999998,7.400002,118,13.1,8.33,6.89,MuyAlta
278.499969,102210,62,-17.199999,9.000002,121,15,11.663012,7.671493,MuyAlta
279.100006,101890,70,-18.899998,9.600001,116,15.9,10.81,7.78,MuyAlta
279.5,101700,75,-15.499998,9.300001,123,14.3,10,7.66,MuyAlta
279.299988,101580,86,-13.199999,9.000002,124,14.3,12.12,7.64,MuyAlta
278.599976,101480,95,-8.8,8.200002,134,13.6,10.81,7.94,MuyAlta
278.600006,101560,96,-5.799998,3.900002,141,8.5,10.81,7.96,MuyAlta
278.299988,101600,90,2.100002,-0.199998,144,5.1,10.81,8.14,Moderada
278.399994,101920,72,9,-0.599998,266,9.7,10.81,7.38,MuyAlta
278.100006,102510,75,9.5,0.300003,251,7.8,12.12,8.1,Moderada
277.499969,102910,80,8,0.800002,261,8.2,12.12,7.36,Moderada
277.5,103240,82,6.7,0.8,268,7.3,11.43,7.18,Moderada
277.599976,103360,71,3.9,-1.8,284,5.5,10.81,7.26,Media
277.399963,103230,75,-0.2,-2.5,320,3.6,10.81,7.32,Media
277.600006,103150,87,-0.999998,-5.799997,331,4.3,10,7.01,Media
277.100006,102810,99,-2.5,-7.3,357,7.8,9.09,6.23,Media
277.700012,102600,89,-3.8,-4.999999,34,2.9,13.79,7.06,Media
277.699982,102430,89,-5.8,-2.6,77,5.9,13.79,8.09,Media
277.700012,102260,87,-7.199998,-3.4,73,5.6,12.12,7.11,Media
276.999969,102110,76,-11.399999,-2.8,82,8.6,12.12,5.7,Media
277.600006,101810,74,-12.5,-2.299999,108,9,10.81,5.7,Moderada
276.999969,101660,85,-14.1,-3.699998,91,10.5,7.14,5.76,Moderada
277.599976,101590,79,-12.5,-4.599997,69,9.7,8.33,6,Moderada
276.899963,101510,79,-11,-3.299999,89,9.2,7.69,6.21,Media
277.399963,101470,69,-9.5,-2.7,95,7.6,9.09,5.76,Media
277.199982,101500,68,-8.7,-2.399998,106,7.2,8.33,6.17,Media
276.799988,101460,74,-10.6,-4.7,72,7.8,8.33,5.55,Media
276.899963,101300,76,-10.3,-1.4,105,8,7.14,5.15,Media
276.699982,101420,79,-9.899999,-2.499999,71,7.7,7.14,5.23,Media
276.399994,101540,83,-7.899999,1.600002,103,7.6,7.14,5.46,Media
276.899994,101700,87,-7.499999,4.900003,153,7.9,7.14,5.35,Media
276.999969,101640,88,-9.2,7.400002,136,10.9,6.67,4.77,Moderada
277.5,101600,95,-13.899999,8.400002,129,13.3,6.25,5.28,Moderada
278.600006,101300,90,-14.5,10.200002,124,15.4,9.09,6.04,MuyAlta
278.700012,101070,97,-8.7,10.900002,137,12.8,8.33,6.59,MuyAlta
279.700012,100860,92,-4.699998,9,140,11.5,9.09,7,MuyAlta
278.699982,100300,100,-4.299998,10.000002,162,10.9,12.12,7.68,Moderada
279.199982,100060,88,0.500002,9.100003,147,8,11.43,7.38,MuyAlta
279.499969,100270,91,0.3,9.700002,196,5.9,10.81,7.84,MuyAlta
280,100010,95,-2.999999,18.000002,143,13.4,10,7.66,MuyAlta
280.399994,100050,91,3,20.200001,184,14.5,10.81,7.47,MuyAlta
279.899994,100860,90,4.3,14.4,196,13.4,12.12,8.08,MuyAlta
279.199982,101300,91,-2.099997,9.200002,182,9.1,12.9,8.83,MuyAlta
279.5,100820,96,-5.999999,5.900002,138,5.2,14.81,9.7,MuyAlta
279.399994,100300,99,-2.7,9.500002,150,8.2,14.81,8.99,MuyAlta
278.999969,100440,97,7.700002,7.300002,212,9.4,14.81,8.81,Moderada
278.399963,100970,87,9.700002,2.7,217,8.1,12.9,8.22,Moderada
277.5,101340,82,7.400003,-3.6,292,6.1,13.79,7.39,Moderada
277.600006,101550,73,0.300003,-6.699998,344,5.7,12.12,7.69,Moderada
277.600006,101320,80,-2.599998,-8,9,7.3,10,7.44,Moderada
278,100920,89,-2.4,-12.299998,12,11.1,12.12,5.67,Moderada
278.600006,100610,89,-1.1,-16.099997,0,12.9,5.88,5.27,Moderada
279,100420,83,3.2,-17.399998,350,13.4,7.14,5.92,Moderada
