@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
12.749994,102500,99,5.9,-0.099998,293,7.2,8.8,7.14,5,102440,13.7,-258.45,-264.200608,Baja
13.550012,102470,93,2.3,1.300002,319,2.6,3.6,6.25,4.98,102450,13.5,-258.65,-264.200608,Baja
14.149988,102390,90,-0.1,3.300002,208,1.7,2.5,5.88,4.77,102380,13.9,-258.35,-264.200608,Baja
13.85,102090,93,-4.7,3.1,128,4.7,5.9,5.26,5.18,102140,13.3,-258.35,-264.200608,Baja
13.050012,101960,97,-2.3,1.300002,138,4.9,5.6,6.67,4.24,102010,13.6,-258.45,-264.200608,Baja
13.649988,102060,93,-0.999997,-0.7,141,2.7,3.2,5.88,5,102000,13.9,-258.45,-264.200608,Baja
14.550012,102240,85,0.600003,-0.3,257,2.7,3.4,5.26,4.58,102150,14.3,-257.95,-264.200608,Baja
14.549982,102340,83,0.400003,-1.599998,256,1.2,1.8,5.88,4.81,102240,14.3,-258.35,-264.200608,Baja
13.85,102500,84,2.6,-1.699998,278,4,4.8,5.56,5.81,102380,14.2,-258.35,-264.200608,Baja
13.649988,102620,88,3.000001,-1.2,315,5.1,5.9,6.25,4.52,102520,13.7,-258.45,-264.200608,Baja
14.449976,102790,84,4.000003,2.400002,273,3.9,4.6,5.88,4.13,102660,14.5,-258.25,-264.200608,Baja
13.749994,102670,93,4.700002,4.2,224,4.5,5.5,5.88,5.07,102610,13.6,-258.25,-264.200608,Baja
12.949976,102530,100,4.7,6.500001,221,7.1,8.6,4.55,4.33,102450,14,-258.45,-266.057939,Media
14.050012,102320,93,6.6,6.1,223,7.3,8.4,7.14,5.25,102190,14.1,-258.45,-266.057939,Media
14.849969,102260,83,9.500002,2.9,268,8.6,10.6,7.14,5.18,102130,14.7,-258.25,-266.057939,Media
14.249963,102240,84,10.700002,-0.5,269,9.3,10.7,6.67,5.47,102150,14.2,-258.35,-266.057939,Media
12.749994,102390,93,10.2,0,276,9.6,13,8.33,4.96,102120,14,-258.35,-266.057939,Media
13.749994,102520,87,9.800001,0,279,6.9,8.5,7.69,5.52,102370,14.4,-258.45,-266.057939,Media
14.149988,102690,85,8.6,0.3,285,8.1,9.8,7.69,5.16,102540,14.5,-258.35,-266.057939,Media
13.749994,102650,96,6.8,1.1,274,5.1,6.1,7.14,5.31,102630,14,-258.15,-264.200608,Baja
13.149988,102640,100,5.000001,1.500003,216,2.8,3.4,6.67,5.12,102620,13.8,-258.25,-264.200608,Baja
14.149988,102670,95,5.100003,2.100002,196,5,6,6.25,4.83,102570,14.2,-258.15,-264.200608,Baja
14.749963,102700,87,7.4,0.3,278,5.6,6.8,5.56,4.39,102620,14.9,-258.05,-264.200608,Baja
14.35,102680,92,7.800002,0.200003,264,6.1,7.4,6.25,4.68,102630,15.2,-257.95,-264.200608,Baja
13.749963,102630,98,8.300001,1.4,264,8.2,10,6.67,4.45,102590,14.2,-257.85,-266.057939,Media
14.649988,102580,93,8.600001,1.300003,252,7,8.5,7.69,5.16,102540,14.8,-257.75,-266.057939,Media
14.35,102590,94,9.6,0.300002,261,8.4,10,7.14,5.67,102450,15,-257.75,-266.057939,Media
14.050012,102520,99,9,-0.199997,271,7.6,9.7,8.33,5.9,102490,14.7,-257.75,-266.057939,Media
14.149988,102600,99,7.8,0.700002,266,8.2,10.1,9.09,5.85,102470,14.2,-257.65,-266.057939,Media
14.35,102520,96,7.800002,0.400002,273,7.5,9,7.69,5.75,102470,14.9,-257.65,-266.057939,Media
14.249994,102490,95,5.7,3.700001,251,7.4,9.3,8.33,5.59,102370,14.6,-257.65,-266.057939,Media
14.050012,102250,97,7.100001,4.800002,234,7.5,8.6,8.33,5.98,102200,14,-257.65,-268.333838,Moderada
14.450006,102000,93,4.900002,7.800002,211,7.2,8.7,9.09,6.23,101910,14.5,-257.75,-268.333838,Moderada
14.550012,101560,89,4.900002,12.3,206,11.5,13.6,8.33,5.89,101570,14.4,-257.75,-268.333838,Moderada
14.149988,101310,95,6.100003,12.3,198,12.3,15.2,10,6.29,101150,14.9,-257.85,-268.333838,Moderada
13.85,101030,97,7.500001,7.100001,226,7.5,9.5,10.81,7.15,100980,14.8,-257.85,-268.333838,Moderada
13.950006,100800,96,5.200002,2.000001,269,2.7,3.8,10,7.02,100840,14.4,-257.95,-266.057939,Media
14.349969,100900,91,7.800002,-0.499998,271,3,4,10,7.3,100880,13.9,-257.95,-266.057939,Media
14.249963,101160,90,9.4,-0.399998,258,6,7.2,10,6.67,101070,14.7,-257.95,-266.057939,Media
14.049982,101540,91,7.700003,-1.599998,298,6.6,7.7,9.09,6.59,101400,14.9,-257.85,-266.057939,Media
13.749994,101770,92,8.000002,-0.199998,267,6.8,8.4,8.33,6,101690,15,-257.85,-266.057939,Media
14.050012,102010,89,7.6,1.8,277,6.9,8.8,9.09,5.16,101910,14.8,-257.85,-266.057939,Media
14.149988,102050,94,7.200002,7.800002,216,6.7,7.9,8.33,5.53,101930,14.1,-257.75,-266.057939,Media
14.749963,101870,93,10.5,8.8,240,9.3,11.1,7.14,5.15,101700,14.8,-257.75,-268.333838,Moderada
14.649988,101610,93,12.4,7.700002,249,10.2,12.3,6.67,5.59,101460,15.1,-257.85,-266.057939,Media
14.550012,101580,95,11.500002,5.700002,250,7.8,9.7,6.67,5.54,101460,14.8,-257.85,-268.333838,Moderada
14.149988,101770,97,10.100001,5.5,249,8.2,10.6,7.69,5.8,101620,15,-257.85,-266.057939,Media
14.149988,101870,98,7.400002,5.100001,257,8.1,9.6,8.33,5.5,101710,14.5,-257.85,-266.057939,Media
14.149988,101830,97,5.400002,8.1,228,5.7,6.9,6.67,5.42,101810,14.2,-257.85,-266.057939,Media
14.550012,101790,95,4.4,10.600001,195,9.5,11.6,6.25,4.81,101700,14.8,-257.85,-266.057939,Media
14.35,101850,98,7,11.000002,210,10.3,12.5,6.67,5.46,101750,15.4,-257.75,-266.057939,Media
14.35,101830,98,3.6,11.9,198,11.6,13.8,8.33,5.33,101740,14.8,-257.75,-268.333838,Moderada
14.050012,101670,98,0.6,13.7,178,11.4,13.9,7.69,5.61,101550,14.8,-257.85,-268.333838,Moderada
14.249994,101370,97,-1.199997,13.4,167,13.3,17.5,7.69,5.8,101230,15,-257.95,-268.333838,Moderada
14.449976,101040,95,-0.3,10.700002,204,9.7,12.2,9.09,6.09,100950,14.7,-258.05,-266.057939,Media
13.550012,100800,100,3.600002,5.5,196,3.8,4.9,8.33,6.31,100870,14.2,-258.15,-266.057939,Media
13.749994,100610,96,3.200001,4.200002,170,3.6,4.2,7.69,5.68,100740,14.1,-258.25,-266.057939,Media
14.050012,100720,92,2.2,5.600001,177,5.8,7,8.33,5.74,100640,14.3,-258.35,-266.057939,Media
14.049982,100620,92,4.200002,9.700002,185,8.8,10.2,7.69,4.78,100540,14.4,-258.15,-266.057939,Media
13.949976,100540,93,4.700002,11.600001,200,9.4,10.9,7.69,4.93,100440,14.4,-258.25,-266.057939,Media
13.949976,100390,90,1.9,11.100001,188,9.5,12.1,7.14,5.23,100360,14.2,-258.35,-268.333838,Moderada
13.85,100280,87,4.900002,12.300001,195,11,15,7.69,5.66,100300,14.2,-258.55,-268.333838,Moderada
13.849969,100450,89,6.600001,11.4,200,11.2,13.3,10,6.76,100310,14.5,-258.55,-268.333838,Moderada
14.050012,100670,88,7.2,10.800001,206,11,14.1,10,6.3,100480,14.5,-258.45,-268.333838,Moderada
13.550012,100940,91,8.400002,9.200002,224,9.2,11.2,10.81,6.66,100700,14.4,-258.65,-268.333838,Moderada
14.35,101150,87,7.600001,10.400003,209,9.6,11.4,8.33,5.87,100950,14.3,-258.25,-268.333838,Moderada
14.35,101500,87,7.6,10.3,216,9.9,11.8,11.43,6.51,101310,14.4,-258.55,-268.333838,Moderada
13.950006,101650,92,6.8,8.400002,217,9.4,11.4,10,6.33,101530,14,-258.25,-268.333838,Moderada
13.749963,102010,91,8.200002,5.800002,251,4.5,6.7,10,6.65,101880,13.8,-258.25,-266.057939,Media
13.550012,102290,86,6.1,3.900002,233,7.2,8.7,10,5.49,102230,14.1,-258.35,-266.057939,Media
14.550012,102610,77,4.300002,4.900002,217,4.7,5.9,7.69,6.03,102540,14.3,-258.15,-264.200608,Baja
14.249963,102640,82,-1,6.400002,177,4.7,5.6,9.09,5.32,102660,14.3,-258.25,-264.200608,Baja
14.550012,102550,89,-5.1,8.600003,143,6.3,7.4,8.33,5.13,102650,14.4,-258.25,-264.200608,Baja
14.649988,102410,95,-4.599998,10,129,9.8,12.3,4.55,4.2,102500,13.9,-258.35,-266.057939,Media
16.049982,102440,90,2.500001,7.3,158,5.8,6.8,6.67,5.26,102260,14.7,-258.55,-266.057939,Media
15.449976,102380,95,5.9,6.100003,222,3.8,4.9,7.69,5.51,102260,14.5,-258.35,-266.057939,Media
14.749963,102370,100,7,6,209,8.6,10.1,7.14,4.85,102190,14.9,-258.35,-266.057939,Media
14.450006,102590,100,7.500001,1.9,284,4.3,5.3,8.33,6.68,102450,14.2,-258.35,-266.057939,Media
14.85,102690,96,4.8,1,306,3.8,4.7,11.43,6.06,102670,14.8,-258.05,-266.057939,Media
14.550012,102620,95,1.100002,2.7,80,0.5,0.9,10,6.69,102690,14.4,-258.05,-266.057939,Media
14.85,102490,94,-0.799998,0.2,57,4.4,5.3,9.09,6.91,102520,14.2,-258.15,-264.200608,Baja
15.249994,102300,90,0.8,0.4,76,4.6,5.6,9.09,6.11,102410,14.5,-258.15,-266.057939,Media
14.749994,102340,91,2.9,-3,60,1.1,1.7,9.09,6.57,102340,14.9,-257.85,-266.057939,Media
14.249994,102360,91,3.600002,-2.7,171,0.8,1.2,7.69,6.11,102300,13.7,-257.85,-264.200608,Baja
14.149988,102260,86,7.1,-3.9,299,7.5,8.5,8.33,4.84,102180,14.3,-258.15,-264.200608,Baja
14.149988,102290,80,5.900002,-3.499997,310,6.5,8.1,8.33,5.13,102150,14.4,-258.45,-264.200608,Baja
14.249963,102130,82,6.400002,-2.599997,297,6.2,7.1,5,4.57,102090,14.6,-258.25,-264.200608,Baja
14.249963,102110,81,5.9,-3.399998,307,5.7,6.6,7.69,5.2,102030,14.5,-258.35,-264.200608,Baja
13.549982,101950,85,6.5,-1.7,259,3.8,5.3,8.33,5.06,101920,14.1,-258.35,-264.200608,Baja
13.649988,101940,77,4.3,0.800002,258,5.6,6.7,7.14,4.82,101850,14.5,-258.45,-264.200608,Baja
13.749994,101710,78,2.3,6.400002,229,6.2,8.1,5.26,4.67,101690,14.5,-258.15,-264.200608,Baja
14.049982,101460,89,-1.499998,9.2,179,7.6,9,5,4.17,101520,14.1,-258.15,-266.057939,Media
14.749994,101190,93,0.9,11.1,160,10,12.1,5.56,4.72,101130,14.2,-258.35,-266.057939,Media
14.550012,101280,92,4.900002,9.500002,201,7.8,9.3,6.25,5,101110,14.7,-258.45,-266.057939,Media
14.85,101470,89,6.200002,8.900002,226,8.2,9.8,6.67,4.87,101360,14.1,-258.45,-266.057939,Media
14.550012,101620,95,4.000001,8.700003,186,7.3,8.7,9.09,5.78,101570,14.7,-258.25,-266.057939,Media
14.950006,101890,92,2.600002,8.900002,189,7.2,8.3,10,6.12,101820,14.7,-258.35,-266.057939,Media
15.450006,102250,92,1.200001,8.100001,198,6.6,8,9.09,6.31,102070,15.1,-258.35,-266.057939,Media
15.249994,102590,94,3.3,9.500002,200,8.4,9.8,8.33,5.49,102460,15.4,-258.25,-266.057939,Media
14.749994,102860,98,2.300002,10.6,190,7.1,8.4,6.67,5.71,102810,15.2,-258.35,-266.057939,Media
14.85,103110,96,2.600002,9.600001,196,7.9,9.6,7.69,5.33,103050,15,-258.45,-266.057939,Media
14.649988,103400,98,1.300002,9.100001,193,8.2,9.8,7.14,5.42,103350,14.5,-258.35,-266.057939,Media
14.649988,103580,100,3.200001,8.200002,206,7.9,9.2,7.14,5.42,103520,14.6,-258.45,-264.200608,Baja
14.35,103650,100,4.7,5,217,5.2,6.9,6.67,5.22,103560,14.6,-258.45,-264.200608,Baja
14.349969,103600,100,5.700002,5.3,216,6.4,7.7,7.69,5.33,103500,13.9,-258.35,-264.200608,Baja
14.649988,103480,100,7.200002,6.400002,216,7.2,8.8,7.69,4.91,103340,14.3,-258.35,-266.057939,Media
15.149988,103220,99,10.7,5.900003,239,7,8.7,7.14,5.24,103080,15,-258.25,-266.057939,Media
14.950006,102780,99,11.800001,3.800003,247,8.4,9.8,5.56,4.69,102690,15.3,-258.35,-266.057939,Media
14.550012,102570,100,12.5,-0.5,276,9.8,11.5,6.67,5.24,102420,14.8,-258.35,-266.057939,Media
14.249994,102380,98,9.000002,-1.8,305,5.6,6.8,7.14,5.41,102280,14.7,-258.35,-266.057939,Media
14.35,102260,93,9.6,-2.2,289,7.9,9,7.14,5.25,102190,14.3,-258.35,-266.057939,Media
13.749963,101880,99,7.3,0.9,266,5.8,6.8,6.67,5.23,101890,14.6,-258.25,-264.200608,Baja
13.950006,101490,98,3.500001,-0.2,159,1,1.7,7.14,5.17,101540,14,-258.25,-264.200608,Baja
14.749963,101230,91,1.800002,-4.599998,323,2.6,3.1,6.67,5.49,101300,14.2,-258.25,-264.200608,Baja
15.35,101130,87,2.1,-4.4,1,3.9,4.7,7.14,5.17,101250,14.2,-258.05,-264.200608,Baja
14.550012,101060,95,2.1,-3.9,315,3.6,4.4,7.14,5.92,101110,14.6,-258.05,-264.200608,Baja
14.450006,100940,98,1.300002,-4.4,356,5.1,6.5,7.69,6.16,101000,13.9,-258.05,-264.200608,Baja
14.649988,100870,95,1.100002,-3.2,347,3.5,4.2,7.14,5.82,100870,14.8,-257.85,-264.200608,Baja
14.85,100800,90,-2,-4.5,66,4.5,5.4,10,6.32,100860,15.1,-257.35,-264.200608,Baja
14.85,100870,92,-4.5,-6.4,48,6.5,7.9,7.69,5.25,100960,14.9,-257.65,-266.057939,Media
14.749994,100900,94,-1.899998,-8.5,10,4.7,5.5,5.88,5.18,101060,15.1,-257.75,-264.200608,Baja
15.749994,100930,86,0.9,-9.9,344,7.3,8.5,7.14,4.91,100980,15.3,-257.85,-266.057939,Media
15.749963,100990,84,2.500001,-7.999999,354,6.5,7.4,8.33,5.4,100990,15.7,-257.65,-266.057939,Media
15.149988,100980,89,2.7,-4.999999,350,3.6,4.3,7.14,6.04,101030,15.3,-257.65,-264.200608,Baja
14.749994,100970,92,0.600003,-2,97,5.4,6.6,7.14,5.84,101010,15.3,-257.75,-264.200608,Baja
14.450006,101010,94,-0.9,-4.399999,43,7.5,8.6,7.14,4.45,101040,14.6,-257.75,-266.057939,Media
15.35,101060,83,-0.999998,-5.3,8,7.1,8.4,8.33,5.12,100850,13.8,-257.75,-264.200608,Baja
14.749994,101180,87,-3.399998,-5.8,50,5.7,6.9,7.69,5.43,101180,14.6,-257.75,-266.057939,Media
14.749963,101160,90,-2.1,-7.5,46,7.8,9.1,7.14,5.02,101250,15,-257.85,-266.057939,Media
14.950006,101280,88,-1.599998,-7.1,23,8,9.1,4.76,4.5,101370,14.9,-257.75,-264.200608,Baja
15.35,101350,87,0.800002,-7.4,339,6.9,8.2,5.26,4.18,101390,15.2,-257.65,-264.200608,Baja
14.749994,101480,92,3.300002,-5.4,329,4.8,6.1,12.12,4.58,101480,15.1,-257.55,-264.200608,Baja
14.85,101540,89,6.200002,-5.4,308,6.9,8,12.12,4.03,101540,15.1,-257.65,-264.200608,Baja
14.649988,101640,84,6.200002,-2.6,293,5.5,6.9,3.85,3.73,101590,14.8,-257.75,-264.200608,Baja
15.050012,101680,83,8.1,-1.799999,282,5.6,6.5,4.35,3.78,101590,15,-257.65,-264.200608,Baja
14.249994,101820,88,7.600001,-1.8,299,7.1,8.6,3.85,3.72,101670,15.1,-257.65,-264.200608,Baja
14.050012,101730,88,8,-1.599997,299,7.2,8.5,5.26,4.37,101700,15,-257.55,-264.200608,Baja
14.950006,101870,80,7.5,-2.4,303,7.3,8.9,6.25,4.41,101800,15.1,-257.45,-264.200608,Baja
15.249963,101920,83,7.800002,-1.6,294,6.3,7.6,6.67,4.79,101870,15.3,-257.55,-264.200608,Baja
14.450006,101990,92,5,-1.2,297,4.9,5.8,6.25,4.36,102000,15.1,-257.45,-264.200608,Baja
14.450006,102050,89,4.000001,0.1,274,4,4.8,5.88,5.43,101980,14.9,-257.55,-264.200608,Baja
14.649988,101950,90,-0.199998,4.2,216,2.8,3.7,9.09,5.15,102000,14.8,-257.55,-264.200608,Baja
14.85,101770,92,-1.1,8.700003,172,5.9,6.9,10,5.76,101800,15.1,-257.35,-266.057939,Media
14.35,101460,98,-0.499998,9.3,152,8.1,9.5,10,5.54,101550,14.3,-257.45,-266.057939,Media
14.649988,101230,98,2.600002,6.100003,225,5.8,6.8,6.67,5.21,101170,14.8,-257.55,-266.057939,Media
14.85,101080,96,4.800002,3.500003,202,2.6,3.5,10,5.76,101050,14.9,-257.45,-264.200608,Baja
15.050012,101000,96,8.900002,0.700002,290,5.4,7.6,6.25,5.18,100940,14.9,-257.35,-266.057939,Media
15.050012,100930,92,10.800001,-0.1,275,7.9,9.9,10,5.72,100910,14.6,-257.35,-266.057939,Media
14.249994,100860,96,13.700002,-1.499998,277,9.7,11.4,5.88,5.04,100800,15.4,-257.35,-268.333838,Moderada
14.549982,100930,88,14.600001,-0.299998,282,11.3,14.4,7.14,5.74,100800,15.3,-257.45,-268.333838,Moderada
14.649988,101090,84,13.7,0.700002,279,10.2,12.7,8.33,5.99,100900,15.4,-257.45,-266.057939,Media
14.149988,101100,92,11.400002,1.500002,271,8.8,10.5,7.14,5.59,100960,15.1,-257.45,-266.057939,Media
14.050012,101100,91,11.700002,1.5,273,9.1,11.1,7.14,5.23,100970,15.1,-257.55,-266.057939,Media
14.450006,101160,88,9.400002,2.4,271,7.9,9.3,7.14,5.47,101020,15.1,-257.65,-266.057939,Media
14.85,101100,89,6.400003,6.200002,247,7.4,8.5,7.69,5.8,100980,15.1,-257.55,-266.057939,Media
14.35,100830,92,8.200002,-0.099998,265,5.7,6.8,8.33,5.75,100760,13,-257.65,-266.057939,Media
13.85,101110,86,11.6,-4.6,293,10.6,12.3,7.69,5.42,100930,14.8,-257.65,-266.057939,Media
14.549982,101490,86,12.200002,-1.7,288,8.7,10,7.69,5.61,101320,14.9,-257.65,-266.057939,Media
15.050012,101770,78,12.000002,-0.7,283,8.5,10.7,8.33,5.75,101580,15.4,-257.65,-266.057939,Media
14.550012,101940,78,7.9,1.3,271,7,8.7,8.33,5.78,101760,15.1,-257.65,-266.057939,Media
14.049982,101900,84,3.400002,4.200002,254,5.4,6.3,7.69,5.82,101890,14.9,-257.65,-266.057939,Media
14.249994,101610,96,-2.299999,8.100001,179,5.4,6.7,8.33,5.64,101720,14.7,-257.85,-266.057939,Media
15.35,100780,100,-3,10.5,107,11.7,13.6,7.69,4.55,101040,13.5,-257.85,-266.057939,Media
15.35,99980,100,7.400002,10.8,214,10.7,13,6.67,4.72,100070,15.5,-257.75,-266.057939,Media
14.85,99590,96,14.1,-0.3,252,8.8,10.7,7.14,5.32,99280,14.6,-257.85,-268.333838,Moderada
14.550012,100530,78,20.300001,-5.599998,296,16,20.3,6.67,6.04,99980,14.4,-258.05,-268.340646,MuyAlta
13.950006,101030,72,17.400002,-0.1,284,15.1,17.7,9.09,6.94,100740,14.1,-258.35,-268.340646,MuyAlta
13.749963,101330,74,16.6,-0.299997,273,14.1,17.4,10,6.92,100930,14.1,-258.45,-268.340646,MuyAlta
14.149988,101490,80,17.500002,-1.9,280,12.6,16.1,10,7.1,101250,14.5,-258.75,-268.333838,Moderada
14.249994,101880,79,11.700002,-3.999999,286,11.3,13.7,10,6.86,101640,14.6,-258.65,-268.333838,Moderada
15.249994,102370,71,8.7,-5,317,8.4,10.8,10,7.11,102210,14.4,-258.55,-268.333838,Moderada
13.950006,102720,79,4.5,-3.499999,306,3.2,4.1,8.33,6.8,102620,14,-258.55,-266.057939,Media
12.950006,103010,79,2.100002,-0.399998,269,2.1,2.9,7.69,5.81,102930,13.9,-258.55,-264.200608,Baja
13.649988,103130,79,0.200002,5.200002,221,3.6,4.4,7.69,5.98,103090,14.4,-258.65,-264.200608,Baja
14.35,103000,86,0.600002,9.000003,200,8.2,9.7,9.09,4.65,103010,14.4,-258.45,-264.200608,Baja
14.649988,102760,93,0.700002,11.600001,190,8.7,10.9,5.88,4.81,102730,14.5,-258.65,-266.057939,Media
15.450006,102420,93,2.400002,13.6,189,10.5,12.6,7.14,5.29,102380,14.8,-258.65,-268.333838,Moderada
15.849969,102100,94,3.800002,12.7,196,11.8,14.4,6.67,5.81,101990,15.8,-258.75,-268.333838,Moderada
16.050012,101870,95,6.3,10.800001,208,10.4,12.9,10.81,6.61,101680,15.3,-258.65,-268.333838,Moderada
15.249994,101650,96,7.1,7.300002,236,8.1,9.7,9.09,6.31,101570,14.7,-258.65,-268.333838,Moderada
14.749994,101610,97,7.7,3.800002,245,5.9,7.5,11.43,6.96,101500,14.7,-258.75,-268.333838,Moderada
14.249994,101540,92,5.3,2.600003,236,7.1,8.9,10,6.64,101450,14.6,-258.75,-266.057939,Media
14.049982,101590,95,5.9,0.8,248,6.3,7.9,10.81,6.33,101480,14.5,-258.65,-266.057939,Media
14.050012,101540,95,2,3.9,238,4.5,5.6,10,6.65,101450,14.4,-258.85,-266.057939,Media
14.349969,101300,98,-1,5.4,215,4.6,5.4,10,6.54,101380,14.3,-258.65,-264.200608,Baja
14.550012,100990,99,-1.699997,2.1,114,4.6,5.5,10,5.86,101020,13.7,-258.85,-266.057939,Media
13.749994,100830,100,6.000001,2.100002,342,10.5,12.2,9.09,4.77,100680,13.2,-258.55,-264.200608,Baja
13.35,100870,100,5.400002,2.400002,271,3.4,4.3,10,5.53,100930,13.4,-258.65,-266.057939,Media
13.550012,100600,100,-0.999998,6.200002,172,6.6,7.6,7.69,5.75,100680,14.2,-258.45,-266.057939,Media
13.749994,100300,100,2,7.3,154,9.9,12.2,6.25,4.78,100200,14,-258.45,-268.333838,Moderada
13.85,100420,95,11.300001,4.2,263,13.4,15.8,7.69,5.3,100070,13.8,-258.95,-266.057939,Media
13.550012,100530,88,7.1,7.400002,235,8.2,9.9,7.14,5.67,100390,14.1,-259.45,-266.057939,Media
13.549982,100340,87,2.900002,11.000002,213,7.7,10.1,7.14,5.64,100270,14.1,-259.55,-266.057939,Media
14.550012,99950,83,0.900002,7.8,193,6.5,7.7,10.81,6.16,100020,14.1,-259.55,-268.333838,Moderada
13.85,99630,91,6.3,4.1,237,4.9,6.5,12.12,7.23,99730,13.1,-259.05,-268.333838,Moderada
13.249994,99530,91,7.200002,3.8,258,2.2,3.2,11.43,7.51,99590,13.3,-259.15,-268.333838,Moderada
12.950006,99590,93,8.1,1.2,255,4.3,5.6,12.12,7.85,99570,13.3,-258.65,-268.333838,Moderada
13.649988,99940,84,8.200002,-0.4,294,4.8,5.8,11.43,7.64,99840,13.6,-258.55,-268.333838,Moderada
14.249994,100160,81,9.100001,-0.399998,272,5.3,6.7,12.9,7.62,100100,14,-258.45,-268.333838,Moderada
13.249994,100360,85,7.900002,-3.2,278,4.7,7.4,10.81,7.7,100280,13.5,-258.85,-266.057939,Media
12.85,100610,73,7.500001,-4.1,289,8.7,10.7,9.09,6.18,100480,13.3,-259.05,-266.057939,Media
12.749994,101000,66,5.300002,-6.5,311,4.8,5.7,10,6.92,100870,12.8,-258.85,-266.057939,Media
13.249994,101380,67,5.300002,-5.599997,332,8,9.6,10,6.2,101280,13.2,-258.55,-266.057939,Media
12.649988,101720,77,5.200002,-5.399999,323,6.2,7.4,10,6.38,101720,13.1,-258.65,-266.057939,Media
12.749994,102070,76,6.6,-4.799998,292,6,7.6,10,7.09,101980,13.1,-258.65,-266.057939,Media
13.049982,102330,75,5.000001,-5,304,5.6,6.9,10.81,7.42,102230,13.1,-258.75,-266.057939,Media
13.249994,102550,78,6.800002,-3.499999,300,6.3,7.7,10,6.76,102430,13.5,-258.45,-266.057939,Media
12.749963,102700,78,3.200001,-3.099998,321,4,5.3,9.09,6.59,102610,13.3,-258.65,-266.057939,Media
12.549982,102710,74,2.900002,3.000001,254,5,6.1,9.09,6.03,102660,13.4,-258.75,-264.200608,Baja
12.749994,102500,76,1.200001,5.900002,201,5.2,6.2,8.33,5.62,102570,13.4,-258.75,-264.200608,Baja
13.449976,102300,78,0.6,9.600003,190,7.6,9,5.88,4.64,102280,13.7,-258.65,-266.057939,Media
12.949976,101730,77,-2.1,14.200002,170,11,12.9,5,4.5,101820,13.9,-258.75,-268.333838,Moderada
14.050012,101170,82,-3.599998,18.5,175,13.8,17,7.69,6.03,101230,14.3,-258.75,-268.340646,MuyAlta
14.450006,100470,96,-4.4,17.000004,164,15.4,19.6,10.81,7.37,100600,13.8,-258.85,-268.340646,MuyAlta
14.749963,99490,98,-6.099998,15.9,152,16.5,20.1,11.43,7.76,99620,13.7,-258.95,-268.340646,MuyAlta
13.85,98650,100,1.200001,11.7,184,11.6,14.7,12.12,8.05,98540,14.5,-259.45,-268.340646,MuyAlta
12.149988,99030,91,14.100001,-2.2,270,10.2,12.1,11.43,8.08,98970,12.1,-259.15,-268.340646,MuyAlta
12.35,99630,72,10.7,2,243,7.1,9.2,11.43,7.8,99390,12.7,-259.45,-268.333838,Moderada
12.050012,99890,77,6.000001,5.2,251,7.5,9.9,9.09,7.06,99720,13.2,-259.35,-268.333838,Moderada
12.549982,100050,77,6.900002,2.900002,253,6.1,7.5,10,7.66,99970,12.6,-259.55,-268.333838,Moderada
12.149988,100260,83,9.200002,3,253,7,8,11.43,6.51,100230,12.9,-259.75,-268.333838,Moderada
12.749994,100510,79,7,4.6,239,5.7,7.2,10.81,7.23,100480,12.8,-259.65,-268.333838,Moderada
13.149988,100730,81,3.400002,7.300002,213,5.3,6.3,10,6.57,100670,12.5,-259.75,-266.057939,Media
12.949976,100660,76,1.4,8.300001,160,6.3,7.7,10.81,6.71,100660,11.9,-259.95,-268.333838,Moderada
12.450006,100700,73,7.100001,5.400002,231,9.8,12.7,10,6.85,100600,11.7,-259.85,-266.057939,Media
12.35,100980,66,7.600001,0.900002,266,6.7,7.6,10,6.35,100800,11.9,-259.95,-266.057939,Media
12.649988,101250,61,6.100001,0,265,5.6,7,10,6.78,101090,12.8,-259.85,-266.057939,Media
12.749963,101360,68,5.2,0.8,267,3.2,4.2,9.09,6.12,101350,12.4,-260.15,-266.057939,Media
12.249963,101450,77,3.8,1.8,192,0.9,1.5,8.33,6.9,101460,12.2,-259.95,-266.057939,Media
12.849969,101440,68,2.700001,3.000003,195,3.2,4,9.09,6.57,101420,12.7,-260.15,-266.057939,Media
12.550012,101300,69,1.800003,1.200001,213,0.2,0.8,8.33,6.77,101260,12.7,-259.75,-266.057939,Media
11.749963,101220,74,3.700003,2.5,215,4.3,4.9,9.09,7.05,101110,10.5,-260.05,-266.057939,Media
11.349969,101170,83,7.8,0.700003,291,6.9,8.2,8.33,5.83,101100,11.4,-260.05,-264.200608,Baja
11.349969,101340,69,7.9,-1.1,305,5.7,7.2,16,5.8,101220,10.7,-260.25,-264.200608,Baja
11.550012,101570,68,9.100001,-1.4,282,5.3,7.8,5.26,4.86,101470,11.3,-260.15,-264.200608,Baja
