@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10'

@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}
@attribute ExtremeValue {no,yes}

@data
101960,6.000001,135,7,4.23,11.6,-261.35,-264.200608,Baja,no
101900,7.4,170,7.3,4.69,11.6,-261.35,-264.200608,Baja,no
101920,5.700002,142,6.4,4.14,11.4,-261.35,-264.200608,Baja,no
101850,6.200002,125,8.1,3.93,11,-261.45,-264.200608,Baja,no
101830,5.6,140,6.7,4.4,11.4,-261.35,-264.200608,Baja,no
101610,4.900002,143,5.1,4.87,11.3,-261.35,-264.200608,Baja,no
101460,3.500001,135,5.7,4.39,11.4,-261.35,-264.200608,Baja,no
101120,1,119,7.2,3.88,11.5,-261.35,-264.200608,Baja,no
100810,-2.999999,84,10.3,4.03,11.3,-261.25,-266.057939,Media,no
100670,-4.5,74,8.7,4.83,11.6,-261.35,-266.057939,Media,no
100600,-4.799998,32,10.6,5.63,11.4,-261.35,-266.057939,Media,no
100560,-4.8,355,6.3,5.88,11.8,-261.35,-266.057939,Media,no
100710,-3.8,318,8.2,5.04,11.5,-261.25,-266.057939,Media,no
100850,-3.899998,302,7.6,6.17,11.5,-261.25,-264.200608,Baja,no
100940,-2.9,291,6.9,5.44,11.5,-261.25,-264.200608,Baja,no
101060,-0.599998,290,5.7,5.57,11.6,-261.15,-264.200608,Baja,no
101200,2.200001,195,2.8,4.95,12,-260.45,-264.200608,Baja,no
101350,0.4,269,3.3,5.84,12.3,-260.35,-266.057939,Media,no
101520,-0.3,250,5.3,7.22,12.2,-260.65,-268.333838,Moderada,no
101760,0.6,275,10.6,6.47,12,-260.85,-266.057939,Media,no
101920,3.800002,258,8.2,5.93,11.8,-260.85,-266.057939,Media,no
101920,2.800002,250,8,5.56,11.9,-260.85,-266.057939,Media,no
101930,2.300002,253,7.2,5.66,11.4,-260.75,-266.057939,Media,no
101810,5.100001,187,4.1,5.74,11.6,-260.75,-264.200608,Baja,no
101670,5.800002,165,5.6,5.11,11.7,-260.65,-264.200608,Baja,no
101490,3.200001,127,6.2,4.87,12.1,-260.65,-264.200608,Baja,no
101540,-0.5,124,4.2,4.79,12,-260.75,-264.200608,Baja,no
101740,-0.5,143,3,4.92,12,-260.65,-264.200608,Baja,no
101780,-0.499998,166,3.3,6.15,12.5,-260.25,-266.057939,Media,no
101680,1.2,155,3,7.43,12.1,-260.35,-264.200608,Baja,no
101540,-0.499998,181,2.8,7.49,12,-260.35,-264.200608,Baja,no
101430,-0.299998,138,3.7,6.72,12.1,-260.35,-264.200608,Baja,no
101430,-2.5,119,1.4,7.52,13.2,-259.75,-264.200608,Baja,no
101370,-1.8,220,0.7,6.27,12.5,-259.75,-264.200608,Baja,no
101220,-1.699998,310,3.7,7.56,12.3,-259.85,-264.200608,Baja,no
101090,-3.099998,327,4.9,5.63,12.2,-260.05,-264.200608,Baja,no
101090,-6.499999,340,7.7,4.23,12.6,-260.05,-264.200608,Baja,no
101210,-6.9,334,6.2,5.17,13.1,-260.15,-264.200608,Baja,no
101330,-7.2,321,7.3,4.85,13.2,-260.15,-264.200608,Baja,no
101420,-5.3,329,6.7,4.96,12.9,-260.15,-264.200608,Baja,no
101540,-3.599998,290,7.7,5.07,13.2,-259.95,-264.200608,Baja,no
101560,-2.9,295,10.6,4.46,12.8,-259.95,-264.200608,Baja,no
101620,-0.699998,286,7.8,4.96,11.9,-260.05,-264.200608,Baja,no
101650,2.500003,239,5.9,4.97,11.7,-260.15,-264.200608,Baja,no
101540,6.500001,211,8,4.66,12.3,-260.05,-264.200608,Baja,no
101180,6.100001,224,6.1,4.66,12.2,-260.05,-264.200608,Baja,no
100890,3.000001,245,3.7,4.53,12.2,-260.05,-264.200608,Baja,no
100810,-2.799999,358,3.2,5.61,12.8,-259.95,-264.200608,Baja,no
100900,-4.799998,3,4.1,5.54,13.8,-258.85,-264.200608,Baja,no
100990,-7.999999,0,5.5,5.82,13.8,-258.55,-266.057939,Media,no
101130,-7.699998,16,5.6,6.49,13.7,-258.55,-266.057939,Media,no
101220,-6,63,4.8,6.25,13.9,-258.65,-266.057939,Media,no
101250,-3.999999,41,2,6.28,14.2,-258.35,-264.200608,Baja,no
101270,-3.9,19,5.5,5.84,14.4,-258.55,-264.200608,Baja,no
101300,-3.1,86,6.4,5.51,14,-258.35,-264.200608,Baja,no
101520,-2,105,4.6,6.11,14.1,-258.45,-264.200608,Baja,no
101550,-3.5,22,5.6,5.71,14.8,-257.65,-264.200608,Baja,no
101770,1.2,109,6.6,6.07,14.2,-257.85,-264.200608,Baja,no
101990,0.700002,119,4.9,5.46,14.1,-258.15,-264.200608,Baja,no
102280,2.1,139,4.8,6.09,13.9,-258.05,-264.200608,Baja,no
102540,4,127,4.3,5.97,14.8,-257.45,-264.200608,Baja,no
102670,5.6,151,6.9,5.32,14.6,-257.35,-264.200608,Baja,no
102830,4.700003,162,6.1,5.03,14,-257.75,-264.200608,Baja,no
102990,5.500001,157,6.5,4.75,13.8,-257.75,-264.200608,Baja,no
103120,3.5,177,5.4,4.9,14.1,-257.65,-264.200608,Baja,no
103140,2.7,171,3.5,6.01,14.1,-257.65,-264.200608,Baja,no
103180,0.2,256,4.2,6.56,13.5,-257.75,-264.200608,Baja,no
103190,-2.2,307,6,5.56,13.6,-257.95,-264.200608,Baja,no
103210,-2.1,284,7.6,4.36,13.7,-257.65,-264.200608,Baja,no
103150,-5.2,309,10.6,4.51,14.1,-258.15,-264.200608,Baja,no
103230,-3.599998,294,9,4.51,13.7,-258.65,-264.200608,Baja,no
103150,-3.499999,305,7.9,4.66,12.9,-258.95,-264.200608,Baja,no
103130,-2.4,291,10.5,4.38,13.1,-258.75,-264.200608,Baja,no
102980,-3.3,308,10.2,4.7,13.4,-258.55,-266.057939,Media,no
102840,-3.9,292,10.2,4.59,13.1,-258.85,-266.057939,Media,no
102620,-3.2,295,9,5.07,13,-258.85,-264.200608,Baja,no
102460,-2.5,299,7,4.59,13.7,-258.75,-264.200608,Baja,no
102270,-5.1,313,8.3,4.58,13.5,-258.75,-264.200608,Baja,no
102140,-4.9,295,10.3,4.59,12.8,-258.75,-266.057939,Media,no
101990,-2.4,280,9.1,5.26,13.3,-258.75,-266.057939,Media,no
101790,-2.2,292,9,5.7,14.7,-258.45,-266.057939,Media,no
101630,-2.9,293,7,6.65,14.2,-258.65,-266.057939,Media,no
101540,-2.6,300,6.1,5.7,14.2,-258.55,-266.057939,Media,no
101540,-2.3,286,6.1,6.27,14.4,-258.65,-266.057939,Media,no
101410,-2.699998,290,6.5,5.67,14.9,-258.15,-266.057939,Media,no
101290,-2.799997,289,6,6.11,14.6,-258.15,-266.057939,Media,no
101140,-2.699998,323,5.8,5.73,14.3,-258.05,-266.057939,Media,no
101160,-3.6,34,4.2,6.43,14.5,-258.05,-266.057939,Media,no
101320,-3.299999,317,4.5,6.08,15.4,-257.55,-266.057939,Media,no
101460,-5.1,321,6.1,6.2,15.4,-257.65,-264.200608,Baja,no
101600,-3.4,307,4.7,6.07,15.5,-257.65,-264.200608,Baja,no
101610,-2,303,6.9,5.67,15.3,-257.65,-264.200608,Baja,no
101550,1.1,292,6.1,5.22,15.2,-257.25,-264.200608,Baja,no
101440,1.7,218,5.4,5.38,14.7,-257.35,-264.200608,Baja,no
101230,0.4,267,6.3,4.89,14.7,-257.25,-264.200608,Baja,no
101180,2.700003,246,4.5,5.55,15.1,-257.35,-266.057939,Media,no
101010,6,242,8.3,4.98,14.6,-257.15,-266.057939,Media,no
100690,6.100003,246,12.8,4.86,14.2,-257.35,-268.333838,Moderada,no
100480,4.800002,258,14,5.65,14.6,-257.95,-268.333838,Moderada,no
100610,5.8,252,15.2,5.91,14.4,-258.15,-268.340646,MuyAlta,no
100740,4.300003,255,16.7,6.77,14.6,-258.65,-268.333838,Moderada,no
100940,1.400002,272,12.8,6.61,14.4,-258.75,-268.333838,Moderada,no
101200,2.900002,265,12.5,6.62,13.9,-258.55,-268.333838,Moderada,no
101340,3.400003,250,11.9,6.13,13.3,-258.75,-268.333838,Moderada,no
101490,7.1,229,11.2,5.77,13.6,-258.65,-266.057939,Media,no
101460,7,217,9.8,5.75,13.5,-258.65,-266.057939,Media,no
101410,6.6,203,9.4,5.54,12.6,-258.85,-266.057939,Media,no
101260,5.6,170,8.5,5.11,12.7,-258.75,-266.057939,Media,no
101110,4.600001,92,5.4,5.1,12.7,-258.65,-264.200608,Baja,no
101020,6.300002,173,6.1,5.2,13.7,-258.75,-266.057939,Media,no
101110,5.9,172,6.4,5.25,12.8,-258.75,-266.057939,Media,no
101220,8.900002,178,10.2,4.68,13.7,-258.65,-266.057939,Media,no
101380,8.1,190,8.4,5.18,14,-258.75,-266.057939,Media,no
101240,8.000002,158,8.9,5.27,13.9,-258.65,-266.057939,Media,no
101020,8.200002,175,8.7,5.1,13.7,-258.65,-266.057939,Media,no
100950,11.300001,169,11.4,4.96,13.9,-258.75,-266.057939,Media,no
101100,10.5,199,11.3,5.06,14,-258.75,-266.057939,Media,no
101390,8.800001,235,11.4,5.1,13.9,-258.75,-266.057939,Media,no
101700,11.2,200,12,5.37,13.8,-258.85,-266.057939,Media,no
101910,10.2,216,11.2,5.51,13.9,-258.95,-266.057939,Media,no
102090,8.6,231,10.2,5.53,14,-258.75,-266.057939,Media,no
102160,6.300002,233,12.9,5.27,14.1,-258.85,-266.057939,Media,no
102270,4.3,252,13.4,5.25,14,-258.95,-266.057939,Media,no
102340,1.800002,274,11.2,5.76,14.1,-258.75,-266.057939,Media,no
102550,0.9,278,11.6,4.94,13.9,-258.75,-266.057939,Media,no
102520,-0.899998,289,9.6,5.29,14.1,-258.35,-266.057939,Media,no
102500,-0.099998,293,8.8,5,13.7,-258.45,-264.200608,Baja,no
102470,1.300002,319,3.6,4.98,13.5,-258.65,-264.200608,Baja,no
102390,3.300002,208,2.5,4.77,13.9,-258.35,-264.200608,Baja,no
102090,3.1,128,5.9,5.18,13.3,-258.35,-264.200608,Baja,no
101960,1.300002,138,5.6,4.24,13.6,-258.45,-264.200608,Baja,no
102060,-0.7,141,3.2,5,13.9,-258.45,-264.200608,Baja,no
102240,-0.3,257,3.4,4.58,14.3,-257.95,-264.200608,Baja,no
102340,-1.599998,256,1.8,4.81,14.3,-258.35,-264.200608,Baja,no
102500,-1.699998,278,4.8,5.81,14.2,-258.35,-264.200608,Baja,no
102620,-1.2,315,5.9,4.52,13.7,-258.45,-264.200608,Baja,no
102790,2.400002,273,4.6,4.13,14.5,-258.25,-264.200608,Baja,no
102670,4.2,224,5.5,5.07,13.6,-258.25,-264.200608,Baja,no
102530,6.500001,221,8.6,4.33,14,-258.45,-266.057939,Media,no
102320,6.1,223,8.4,5.25,14.1,-258.45,-266.057939,Media,no
102260,2.9,268,10.6,5.18,14.7,-258.25,-266.057939,Media,no
102240,-0.5,269,10.7,5.47,14.2,-258.35,-266.057939,Media,no
102390,0,276,13,4.96,14,-258.35,-266.057939,Media,no
102520,0,279,8.5,5.52,14.4,-258.45,-266.057939,Media,no
102690,0.3,285,9.8,5.16,14.5,-258.35,-266.057939,Media,no
102650,1.1,274,6.1,5.31,14,-258.15,-264.200608,Baja,no
102640,1.500003,216,3.4,5.12,13.8,-258.25,-264.200608,Baja,no
102670,2.100002,196,6,4.83,14.2,-258.15,-264.200608,Baja,no
102700,0.3,278,6.8,4.39,14.9,-258.05,-264.200608,Baja,no
102680,0.200003,264,7.4,4.68,15.2,-257.95,-264.200608,Baja,no
102630,1.4,264,10,4.45,14.2,-257.85,-266.057939,Media,no
102580,1.300003,252,8.5,5.16,14.8,-257.75,-266.057939,Media,no
102590,0.300002,261,10,5.67,15,-257.75,-266.057939,Media,no
102520,-0.199997,271,9.7,5.9,14.7,-257.75,-266.057939,Media,no
102600,0.700002,266,10.1,5.85,14.2,-257.65,-266.057939,Media,no
102520,0.400002,273,9,5.75,14.9,-257.65,-266.057939,Media,no
102490,3.700001,251,9.3,5.59,14.6,-257.65,-266.057939,Media,no
102250,4.800002,234,8.6,5.98,14,-257.65,-268.333838,Moderada,no
102000,7.800002,211,8.7,6.23,14.5,-257.75,-268.333838,Moderada,no
101560,12.3,206,13.6,5.89,14.4,-257.75,-268.333838,Moderada,no
101310,12.3,198,15.2,6.29,14.9,-257.85,-268.333838,Moderada,no
101030,7.100001,226,9.5,7.15,14.8,-257.85,-268.333838,Moderada,no
100800,2.000001,269,3.8,7.02,14.4,-257.95,-266.057939,Media,no
100900,-0.499998,271,4,7.3,13.9,-257.95,-266.057939,Media,no
101160,-0.399998,258,7.2,6.67,14.7,-257.95,-266.057939,Media,no
101540,-1.599998,298,7.7,6.59,14.9,-257.85,-266.057939,Media,no
101770,-0.199998,267,8.4,6,15,-257.85,-266.057939,Media,no
102010,1.8,277,8.8,5.16,14.8,-257.85,-266.057939,Media,no
102050,7.800002,216,7.9,5.53,14.1,-257.75,-266.057939,Media,no
101870,8.8,240,11.1,5.15,14.8,-257.75,-268.333838,Moderada,no
101610,7.700002,249,12.3,5.59,15.1,-257.85,-266.057939,Media,no
101580,5.700002,250,9.7,5.54,14.8,-257.85,-268.333838,Moderada,no
101770,5.5,249,10.6,5.8,15,-257.85,-266.057939,Media,no
101870,5.100001,257,9.6,5.5,14.5,-257.85,-266.057939,Media,no
101830,8.1,228,6.9,5.42,14.2,-257.85,-266.057939,Media,no
101790,10.600001,195,11.6,4.81,14.8,-257.85,-266.057939,Media,no
101850,11.000002,210,12.5,5.46,15.4,-257.75,-266.057939,Media,no
101830,11.9,198,13.8,5.33,14.8,-257.75,-268.333838,Moderada,no
101670,13.7,178,13.9,5.61,14.8,-257.85,-268.333838,Moderada,no
101370,13.4,167,17.5,5.8,15,-257.95,-268.333838,Moderada,no
101040,10.700002,204,12.2,6.09,14.7,-258.05,-266.057939,Media,no
100800,5.5,196,4.9,6.31,14.2,-258.15,-266.057939,Media,no
100610,4.200002,170,4.2,5.68,14.1,-258.25,-266.057939,Media,no
100720,5.600001,177,7,5.74,14.3,-258.35,-266.057939,Media,no
100620,9.700002,185,10.2,4.78,14.4,-258.15,-266.057939,Media,no
100540,11.600001,200,10.9,4.93,14.4,-258.25,-266.057939,Media,no
100390,11.100001,188,12.1,5.23,14.2,-258.35,-268.333838,Moderada,no
100280,12.300001,195,15,5.66,14.2,-258.55,-268.333838,Moderada,no
100450,11.4,200,13.3,6.76,14.5,-258.55,-268.333838,Moderada,no
100670,10.800001,206,14.1,6.3,14.5,-258.45,-268.333838,Moderada,no
100940,9.200002,224,11.2,6.66,14.4,-258.65,-268.333838,Moderada,no
101150,10.400003,209,11.4,5.87,14.3,-258.25,-268.333838,Moderada,no
101500,10.3,216,11.8,6.51,14.4,-258.55,-268.333838,Moderada,no
101650,8.400002,217,11.4,6.33,14,-258.25,-268.333838,Moderada,no
102010,5.800002,251,6.7,6.65,13.8,-258.25,-266.057939,Media,no
102290,3.900002,233,8.7,5.49,14.1,-258.35,-266.057939,Media,no
102610,4.900002,217,5.9,6.03,14.3,-258.15,-264.200608,Baja,no
102640,6.400002,177,5.6,5.32,14.3,-258.25,-264.200608,Baja,no
102550,8.600003,143,7.4,5.13,14.4,-258.25,-264.200608,Baja,no
102410,10,129,12.3,4.2,13.9,-258.35,-266.057939,Media,no
102440,7.3,158,6.8,5.26,14.7,-258.55,-266.057939,Media,no
102380,6.100003,222,4.9,5.51,14.5,-258.35,-266.057939,Media,no
102370,6,209,10.1,4.85,14.9,-258.35,-266.057939,Media,no
102590,1.9,284,5.3,6.68,14.2,-258.35,-266.057939,Media,no
102690,1,306,4.7,6.06,14.8,-258.05,-266.057939,Media,no
102620,2.7,80,0.9,6.69,14.4,-258.05,-266.057939,Media,no
102490,0.2,57,5.3,6.91,14.2,-258.15,-264.200608,Baja,no
102300,0.4,76,5.6,6.11,14.5,-258.15,-266.057939,Media,no
102340,-3,60,1.7,6.57,14.9,-257.85,-266.057939,Media,no
102360,-2.7,171,1.2,6.11,13.7,-257.85,-264.200608,Baja,no
102260,-3.9,299,8.5,4.84,14.3,-258.15,-264.200608,Baja,no
102290,-3.499997,310,8.1,5.13,14.4,-258.45,-264.200608,Baja,no
102130,-2.599997,297,7.1,4.57,14.6,-258.25,-264.200608,Baja,no
102110,-3.399998,307,6.6,5.2,14.5,-258.35,-264.200608,Baja,no
101950,-1.7,259,5.3,5.06,14.1,-258.35,-264.200608,Baja,no
101940,0.800002,258,6.7,4.82,14.5,-258.45,-264.200608,Baja,no
101710,6.400002,229,8.1,4.67,14.5,-258.15,-264.200608,Baja,no
101460,9.2,179,9,4.17,14.1,-258.15,-266.057939,Media,no
101190,11.1,160,12.1,4.72,14.2,-258.35,-266.057939,Media,no
101280,9.500002,201,9.3,5,14.7,-258.45,-266.057939,Media,no
101470,8.900002,226,9.8,4.87,14.1,-258.45,-266.057939,Media,no
101620,8.700003,186,8.7,5.78,14.7,-258.25,-266.057939,Media,no
101890,8.900002,189,8.3,6.12,14.7,-258.35,-266.057939,Media,no
102250,8.100001,198,8,6.31,15.1,-258.35,-266.057939,Media,no
102590,9.500002,200,9.8,5.49,15.4,-258.25,-266.057939,Media,no
102860,10.6,190,8.4,5.71,15.2,-258.35,-266.057939,Media,no
103110,9.600001,196,9.6,5.33,15,-258.45,-266.057939,Media,no
103400,9.100001,193,9.8,5.42,14.5,-258.35,-266.057939,Media,no
103580,8.200002,206,9.2,5.42,14.6,-258.45,-264.200608,Baja,no
103650,5,217,6.9,5.22,14.6,-258.45,-264.200608,Baja,no
103600,5.3,216,7.7,5.33,13.9,-258.35,-264.200608,Baja,no
103480,6.400002,216,8.8,4.91,14.3,-258.35,-266.057939,Media,no
103220,5.900003,239,8.7,5.24,15,-258.25,-266.057939,Media,no
102780,3.800003,247,9.8,4.69,15.3,-258.35,-266.057939,Media,no
102570,-0.5,276,11.5,5.24,14.8,-258.35,-266.057939,Media,no
102380,-1.8,305,6.8,5.41,14.7,-258.35,-266.057939,Media,no
102260,-2.2,289,9,5.25,14.3,-258.35,-266.057939,Media,no
101880,0.9,266,6.8,5.23,14.6,-258.25,-264.200608,Baja,no
101490,-0.2,159,1.7,5.17,14,-258.25,-264.200608,Baja,no
101230,-4.599998,323,3.1,5.49,14.2,-258.25,-264.200608,Baja,no
101130,-4.4,1,4.7,5.17,14.2,-258.05,-264.200608,Baja,no
101060,-3.9,315,4.4,5.92,14.6,-258.05,-264.200608,Baja,no
100940,-4.4,356,6.5,6.16,13.9,-258.05,-264.200608,Baja,no
100870,-3.2,347,4.2,5.82,14.8,-257.85,-264.200608,Baja,no
100800,-4.5,66,5.4,6.32,15.1,-257.35,-264.200608,Baja,no
100870,-6.4,48,7.9,5.25,14.9,-257.65,-266.057939,Media,no
100900,-8.5,10,5.5,5.18,15.1,-257.75,-264.200608,Baja,no
100930,-9.9,344,8.5,4.91,15.3,-257.85,-266.057939,Media,no
100990,-7.999999,354,7.4,5.4,15.7,-257.65,-266.057939,Media,no
100980,-4.999999,350,4.3,6.04,15.3,-257.65,-264.200608,Baja,no
100970,-2,97,6.6,5.84,15.3,-257.75,-264.200608,Baja,no
101010,-4.399999,43,8.6,4.45,14.6,-257.75,-266.057939,Media,no
101060,-5.3,8,8.4,5.12,13.8,-257.75,-264.200608,Baja,no
101180,-5.8,50,6.9,5.43,14.6,-257.75,-266.057939,Media,no
101160,-7.5,46,9.1,5.02,15,-257.85,-266.057939,Media,no
101280,-7.1,23,9.1,4.5,14.9,-257.75,-264.200608,Baja,no
101350,-7.4,339,8.2,4.18,15.2,-257.65,-264.200608,Baja,no
101480,-5.4,329,6.1,4.58,15.1,-257.55,-264.200608,Baja,no
101540,-5.4,308,8,4.03,15.1,-257.65,-264.200608,Baja,no
101640,-2.6,293,6.9,3.73,14.8,-257.75,-264.200608,Baja,no
101680,-1.799999,282,6.5,3.78,15,-257.65,-264.200608,Baja,no
101820,-1.8,299,8.6,3.72,15.1,-257.65,-264.200608,Baja,no
101730,-1.599997,299,8.5,4.37,15,-257.55,-264.200608,Baja,no
101870,-2.4,303,8.9,4.41,15.1,-257.45,-264.200608,Baja,no
101920,-1.6,294,7.6,4.79,15.3,-257.55,-264.200608,Baja,no
101990,-1.2,297,5.8,4.36,15.1,-257.45,-264.200608,Baja,no
102050,0.1,274,4.8,5.43,14.9,-257.55,-264.200608,Baja,no
101950,4.2,216,3.7,5.15,14.8,-257.55,-264.200608,Baja,no
101770,8.700003,172,6.9,5.76,15.1,-257.35,-266.057939,Media,no
101460,9.3,152,9.5,5.54,14.3,-257.45,-266.057939,Media,no
101230,6.100003,225,6.8,5.21,14.8,-257.55,-266.057939,Media,no
101080,3.500003,202,3.5,5.76,14.9,-257.45,-264.200608,Baja,no
101000,0.700002,290,7.6,5.18,14.9,-257.35,-266.057939,Media,no
100930,-0.1,275,9.9,5.72,14.6,-257.35,-266.057939,Media,no
100860,-1.499998,277,11.4,5.04,15.4,-257.35,-268.333838,Moderada,no
100930,-0.299998,282,14.4,5.74,15.3,-257.45,-268.333838,Moderada,no
101090,0.700002,279,12.7,5.99,15.4,-257.45,-266.057939,Media,no
101100,1.500002,271,10.5,5.59,15.1,-257.45,-266.057939,Media,no
101100,1.5,273,11.1,5.23,15.1,-257.55,-266.057939,Media,no
101160,2.4,271,9.3,5.47,15.1,-257.65,-266.057939,Media,no
101100,6.200002,247,8.5,5.8,15.1,-257.55,-266.057939,Media,no
100830,-0.099998,265,6.8,5.75,13,-257.65,-266.057939,Media,no
101110,-4.6,293,12.3,5.42,14.8,-257.65,-266.057939,Media,no
101490,-1.7,288,10,5.61,14.9,-257.65,-266.057939,Media,no
101770,-0.7,283,10.7,5.75,15.4,-257.65,-266.057939,Media,no
101940,1.3,271,8.7,5.78,15.1,-257.65,-266.057939,Media,no
101900,4.200002,254,6.3,5.82,14.9,-257.65,-266.057939,Media,no
101610,8.100001,179,6.7,5.64,14.7,-257.85,-266.057939,Media,no
100780,10.5,107,13.6,4.55,13.5,-257.85,-266.057939,Media,no
99980,10.8,214,13,4.72,15.5,-257.75,-266.057939,Media,no
99590,-0.3,252,10.7,5.32,14.6,-257.85,-268.333838,Moderada,no
100530,-5.599998,296,20.3,6.04,14.4,-258.05,-268.340646,MuyAlta,no
101030,-0.1,284,17.7,6.94,14.1,-258.35,-268.340646,MuyAlta,no
101330,-0.299997,273,17.4,6.92,14.1,-258.45,-268.340646,MuyAlta,no
101490,-1.9,280,16.1,7.1,14.5,-258.75,-268.333838,Moderada,no
101880,-3.999999,286,13.7,6.86,14.6,-258.65,-268.333838,Moderada,no
102370,-5,317,10.8,7.11,14.4,-258.55,-268.333838,Moderada,no
102720,-3.499999,306,4.1,6.8,14,-258.55,-266.057939,Media,no
103010,-0.399998,269,2.9,5.81,13.9,-258.55,-264.200608,Baja,no
103130,5.200002,221,4.4,5.98,14.4,-258.65,-264.200608,Baja,no
103000,9.000003,200,9.7,4.65,14.4,-258.45,-264.200608,Baja,no
102760,11.600001,190,10.9,4.81,14.5,-258.65,-266.057939,Media,no
102420,13.6,189,12.6,5.29,14.8,-258.65,-268.333838,Moderada,no
102100,12.7,196,14.4,5.81,15.8,-258.75,-268.333838,Moderada,no
101870,10.800001,208,12.9,6.61,15.3,-258.65,-268.333838,Moderada,no
101650,7.300002,236,9.7,6.31,14.7,-258.65,-268.333838,Moderada,no
101610,3.800002,245,7.5,6.96,14.7,-258.75,-268.333838,Moderada,no
101540,2.600003,236,8.9,6.64,14.6,-258.75,-266.057939,Media,no
101590,0.8,248,7.9,6.33,14.5,-258.65,-266.057939,Media,no
101540,3.9,238,5.6,6.65,14.4,-258.85,-266.057939,Media,no
101300,5.4,215,5.4,6.54,14.3,-258.65,-264.200608,Baja,no
100990,2.1,114,5.5,5.86,13.7,-258.85,-266.057939,Media,no
100830,2.100002,342,12.2,4.77,13.2,-258.55,-264.200608,Baja,no
100870,2.400002,271,4.3,5.53,13.4,-258.65,-266.057939,Media,no
100600,6.200002,172,7.6,5.75,14.2,-258.45,-266.057939,Media,no
100300,7.3,154,12.2,4.78,14,-258.45,-268.333838,Moderada,no
100420,4.2,263,15.8,5.3,13.8,-258.95,-266.057939,Media,no
100530,7.400002,235,9.9,5.67,14.1,-259.45,-266.057939,Media,no
100340,11.000002,213,10.1,5.64,14.1,-259.55,-266.057939,Media,no
99950,7.8,193,7.7,6.16,14.1,-259.55,-268.333838,Moderada,no
99630,4.1,237,6.5,7.23,13.1,-259.05,-268.333838,Moderada,no
99530,3.8,258,3.2,7.51,13.3,-259.15,-268.333838,Moderada,no
99590,1.2,255,5.6,7.85,13.3,-258.65,-268.333838,Moderada,no
99940,-0.4,294,5.8,7.64,13.6,-258.55,-268.333838,Moderada,no
100160,-0.399998,272,6.7,7.62,14,-258.45,-268.333838,Moderada,no
100360,-3.2,278,7.4,7.7,13.5,-258.85,-266.057939,Media,no
100610,-4.1,289,10.7,6.18,13.3,-259.05,-266.057939,Media,no
101000,-6.5,311,5.7,6.92,12.8,-258.85,-266.057939,Media,no
101380,-5.599997,332,9.6,6.2,13.2,-258.55,-266.057939,Media,no
101720,-5.399999,323,7.4,6.38,13.1,-258.65,-266.057939,Media,no
102070,-4.799998,292,7.6,7.09,13.1,-258.65,-266.057939,Media,no
102330,-5,304,6.9,7.42,13.1,-258.75,-266.057939,Media,no
102550,-3.499999,300,7.7,6.76,13.5,-258.45,-266.057939,Media,no
102700,-3.099998,321,5.3,6.59,13.3,-258.65,-266.057939,Media,no
102710,3.000001,254,6.1,6.03,13.4,-258.75,-264.200608,Baja,no
102500,5.900002,201,6.2,5.62,13.4,-258.75,-264.200608,Baja,no
102300,9.600003,190,9,4.64,13.7,-258.65,-266.057939,Media,no
101730,14.200002,170,12.9,4.5,13.9,-258.75,-268.333838,Moderada,no
101170,18.5,175,17,6.03,14.3,-258.75,-268.340646,MuyAlta,no
100470,17.000004,164,19.6,7.37,13.8,-258.85,-268.340646,MuyAlta,no
99490,15.9,152,20.1,7.76,13.7,-258.95,-268.340646,MuyAlta,no
98650,11.7,184,14.7,8.05,14.5,-259.45,-268.340646,MuyAlta,no
99030,-2.2,270,12.1,8.08,12.1,-259.15,-268.340646,MuyAlta,no
99630,2,243,9.2,7.8,12.7,-259.45,-268.333838,Moderada,no
99890,5.2,251,9.9,7.06,13.2,-259.35,-268.333838,Moderada,no
100050,2.900002,253,7.5,7.66,12.6,-259.55,-268.333838,Moderada,no
100260,3,253,8,6.51,12.9,-259.75,-268.333838,Moderada,no
100510,4.6,239,7.2,7.23,12.8,-259.65,-268.333838,Moderada,no
100730,7.300002,213,6.3,6.57,12.5,-259.75,-266.057939,Media,no
100660,8.300001,160,7.7,6.71,11.9,-259.95,-268.333838,Moderada,no
100700,5.400002,231,12.7,6.85,11.7,-259.85,-266.057939,Media,no
