@relation AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
283.799988,102830,-6,313,8.8,6.25,4.58,11.6,8.949392,Baja
283.600006,102760,-3.999999,315,7.4,6.67,4.92,11.7,8.949392,Baja
283.699982,102500,-3.499999,319,5.8,6.67,4.55,11.9,8.949392,Baja
283.599976,102210,-3.699998,310,7.5,6.67,4.74,12,8.949392,Baja
283.5,102060,-2.299999,305,6.7,6.25,4.42,11.9,8.949392,Baja
283.399994,101810,1.000002,281,3.3,6.25,4.68,12,8.949392,Baja
283.799988,101730,0.500002,213,3.4,5.56,4.71,12.3,8.949392,Baja
283.700012,101570,-0.2,108,1.8,16,5.39,12.3,8.949392,Baja
284.100006,101520,-0.799997,68,2.6,6.25,5.75,12.2,8.949392,Baja
284.200012,101470,-0.8,71,5.5,6.25,4.55,12.3,8.949392,Baja
284,101510,-1.499998,61,4.6,5.88,4.41,12.4,8.949392,Baja
283.799988,101600,-0.2,95,4.7,16,5.37,12.5,8.949392,Baja
283.100006,101720,1.3,107,4.4,7.14,4.86,12.4,8.949392,Baja
283.899994,101780,0.800002,107,5.2,6.25,5.75,12.4,8.949392,Baja
284.899994,101840,1.400002,83,5.2,7.14,4.71,12.8,8.949392,Baja
285.200012,101790,2.200001,99,7.2,6.25,4.59,12.7,8.949392,Baja
284.399963,101870,4.4,145,6.9,14.81,4.43,12.4,8.949392,Baja
285.100006,101750,6.8,140,7.5,14.81,4.43,12.5,8.949392,Baja
285.200012,101710,9.3,156,9.2,13.79,4.46,12.5,8.949392,Baja
284.200012,101450,10.4,182,9.5,13.79,4.66,12.3,7.092061,Media
284,101340,11.1,185,11.8,5,4.69,12.3,7.092061,Media
284.600006,101260,11.400002,193,12.7,6.67,5.2,12.2,7.092061,Media
284.299988,101280,11,192,12,6.25,5.8,12.1,7.092061,Media
284.399994,101120,9.700003,188,11.3,6.67,5.35,12.1,7.092061,Media
284.299988,101110,9.800003,213,11,9.09,5.84,12.1,4.816162,Moderada
284.100006,101320,7.8,217,10.5,10,6.25,12.1,4.816162,Moderada
284.299988,101770,6,244,10.7,9.09,6.24,12.1,4.816162,Moderada
283.700012,102000,5.9,239,10.6,10,6.36,12.2,4.816162,Moderada
283.5,102200,5.300002,258,11.1,8.33,5.77,12.1,7.092061,Media
283.700012,102340,4.7,229,7.3,10,6.29,12,7.092061,Media
284.100006,102470,2.9,239,6.4,10,6.02,12.2,7.092061,Media
283.899994,102500,1.100002,269,7.8,9.09,6.34,12.1,7.092061,Media
283.399994,102640,-0.699997,279,7.4,9.09,5.88,12.1,7.092061,Media
284.100006,102740,-1.899998,288,5.7,9.09,6.08,12.1,8.949392,Baja
284.799988,102770,-2.199998,325,3.4,8.33,5.99,12.7,8.949392,Baja
284.699982,102770,-2.299999,342,2.8,9.09,6.52,12.8,8.949392,Baja
284,102850,0.300002,38,0.6,6.67,5.71,12.6,8.949392,Baja
284.5,102840,4.100001,143,4.9,12.12,6.43,12.7,8.949392,Baja
284.799988,102740,8.200002,159,6.9,7.69,4.36,12.8,8.949392,Baja
284.700012,102480,9.200002,167,10.3,4.55,4.07,12.5,8.949392,Baja
283.899994,102280,6.3,241,9.9,5.56,4.27,12.4,8.949392,Baja
284.600006,102250,3.300002,254,9.2,6.25,4.55,12.4,7.092061,Media
283.399963,102230,3.600002,240,9.8,5.88,4.82,12.4,7.092061,Media
283.399994,101820,11.100001,201,9.5,8.33,5.43,12.4,4.816162,Moderada
284.100006,101430,12.100001,208,12.9,9.09,5.5,12.3,4.816162,Moderada
284.799988,101440,5.600001,248,13.4,8.33,5.95,12.3,4.816162,Moderada
284.299988,101560,5.1,245,12.7,10,6.42,12.1,4.816162,Moderada
284,101520,3.8,246,9.2,9.09,6.04,12.2,7.092061,Media
283.799988,101540,0.4,277,7.9,10,6.28,12,7.092061,Media
284.299988,101760,0.7,277,5.7,9.09,5.78,12.2,7.092061,Media
284.5,101800,2.2,249,4.7,8.33,6,12.6,8.949392,Baja
284.5,101870,0.7,272,4.3,9.09,5.84,12.5,8.949392,Baja
284,101840,-2.5,271,7,7.69,5.38,12.5,8.949392,Baja
284.799988,102020,-3.099997,292,8.2,8.33,4.65,12.4,8.949392,Baja
285.100006,102110,-0.299998,276,7,4.17,4.48,12.5,8.949392,Baja
284.700012,102150,1.900002,297,4.1,12.9,5.01,12.6,8.949392,Baja
284.399994,102230,-0.6,283,5.2,6.25,5.37,12.5,8.949392,Baja
284.700012,102430,-2.199998,301,3.1,12.9,4.91,12.5,8.949392,Baja
285.199982,102700,-3.499999,310,6.2,6.25,4.6,12.8,8.949392,Baja
284.799988,102750,-1.599998,288,4.5,5,4.43,12.7,8.949392,Baja
283.799988,102830,-0.8,302,4.4,5.88,5.05,12.6,8.949392,Baja
284,102990,-0.5,310,7,4.76,4.06,12.3,8.949392,Baja
284.200012,103010,1,266,6,4.76,4.06,12.7,8.949392,Baja
284.399994,102950,1.500002,283,5.7,6.67,3.84,12.4,8.949392,Baja
284,102980,0,264,3,16,5,12.4,8.949392,Baja
285.199982,103090,0.000002,139,1.1,11.43,4.26,12.3,8.949392,Baja
285.499969,103100,1.100002,231,5.4,16,5.08,12.6,8.949392,Baja
285.100006,103110,0.4,262,4.4,4.35,4.57,12.6,8.949392,Baja
285.299988,103140,-2.099998,282,3.2,7.69,6.12,12.6,8.949392,Baja
285.700012,103200,-0.399998,291,3.2,7.14,5.14,12.6,8.949392,Baja
285.899994,103260,-1.899998,283,4.7,7.14,5.31,13.1,8.949392,Baja
285.200012,103140,-0.399998,276,4.2,7.69,5.65,13,8.949392,Baja
285.100006,103150,1.400002,235,3.3,7.69,5.77,12.9,8.949392,Baja
285.200012,103090,3,211,3.2,7.69,6.08,13,8.949392,Baja
285.200012,102990,3.8,196,4.6,7.69,6.2,13.4,8.949392,Baja
284.700012,102800,5,171,3.5,7.69,5.66,13.4,8.949392,Baja
285.299988,102640,4.7,144,5.8,5.56,4.7,13.3,8.949392,Baja
285.5,102470,6.300002,134,8.1,7.69,4.6,12.7,8.949392,Baja
285.799988,102260,6.8,137,9.4,7.14,4.22,13.1,8.949392,Baja
285.699982,102090,6.800002,138,7.7,5.26,4.18,12.9,8.949392,Baja
285.299988,102010,6.500001,131,8.5,4.17,4.13,13,8.949392,Baja
285.200012,102050,6.500001,162,6.4,6.67,4.54,13,8.949392,Baja
285.600006,102100,6.2,151,5.4,6.25,4.51,13.1,8.949392,Baja
285.499969,102010,6.600001,137,6.7,5.26,4.29,13.1,8.949392,Baja
285.700012,102000,8.500002,136,8.3,4.55,4.17,12.9,8.949392,Baja
285.899994,102070,10,170,8.7,4.55,4.22,13,8.949392,Baja
286.399994,102430,6.900002,180,6.2,7.14,4.8,13.2,8.949392,Baja
286.100006,102480,5.500001,182,4.5,6.25,5.04,13.2,8.949392,Baja
285.799988,102600,5.4,181,5.5,17.39,5.85,13.2,8.949392,Baja
286.100006,102660,7.9,180,6.9,17.39,5.85,13.3,8.949392,Baja
286.599976,102710,7.5,198,6.9,7.69,5.11,13.4,8.949392,Baja
286.299988,102690,4.8,212,4.4,7.69,5.35,13.5,8.949392,Baja
285.600006,102720,2.600002,276,4.8,7.14,5.7,13.3,8.949392,Baja
285.799988,102770,1.700001,108,2.3,16,6.12,13.5,8.949392,Baja
286.399994,102680,1.600002,111,4.4,14.81,5.96,13.5,8.949392,Baja
285.600006,102640,4.300002,222,3.4,16,6.95,13.6,8.949392,Baja
285.399994,102530,6.400002,196,4,14.81,5.51,13.4,8.949392,Baja
285.999969,102650,6.400002,199,4.9,14.81,5.18,13.4,8.949392,Baja
287.299988,102730,5.200002,197,6.6,7.14,4.75,14,8.949392,Baja
286.699982,102800,4.300002,212,6,6.67,5.41,14,8.949392,Baja
286.399994,102790,5.100001,210,4.9,7.69,5.23,14,8.949392,Baja
286.799988,102820,2.800002,187,4.6,8.33,5.88,14,8.949392,Baja
287.299988,102950,4.000003,217,5,7.69,5.57,14.2,8.949392,Baja
286.5,102870,2.5,244,4.6,8.33,5.42,14.2,8.949392,Baja
285.999969,102930,1.2,274,4.9,8.33,5.43,14.2,8.949392,Baja
285.899994,102950,0.2,300,3.2,7.69,4.98,14.2,8.949392,Baja
286.799988,102890,-2.5,299,6.9,9.09,5.87,14.3,8.949392,Baja
285.699982,102800,-3.5,302,7.5,8.33,4.85,14.3,8.949392,Baja
285.699982,102680,-3.3,284,8.1,7.69,5.55,14.2,8.949392,Baja
286.200012,102670,-3,280,7.2,7.69,4.68,14.2,7.092061,Media
286.600006,102400,-1.799999,288,8.1,8.33,5.86,14.3,7.092061,Media
286,102390,-1.9,274,10.1,10.81,5.61,14.2,7.092061,Media
285.899994,102210,0.3,280,9,10.81,5.62,14.1,7.092061,Media
285.799988,102100,1.400002,272,7.3,10,5.32,14.1,7.092061,Media
286.199982,101980,2.500001,255,6.9,10,5.68,14.2,7.092061,Media
285.899963,101790,1.900002,283,7.3,10.81,5.43,14.2,7.092061,Media
285.799988,101490,1.9,295,7.8,7.69,5.83,14.1,8.949392,Baja
285.700012,101250,5.2,207,4.9,9.09,5.41,14.1,8.949392,Baja
286.399963,100740,9.4,195,9.1,9.09,4.68,14.1,7.092061,Media
286.200012,99890,14.4,159,14.1,5,4.41,14,4.816162,Moderada
286.299988,98970,13.3,185,14.8,6.67,5.4,13.6,7.092061,Media
286.899994,98800,9.1,218,9.6,8.33,6.05,13.8,4.816162,Moderada
286.899994,99060,6.6,171,6.1,8.33,6.16,13.9,7.092061,Media
286.600006,99560,4.000001,140,4.6,8.33,6.77,14,4.816162,Moderada
286.199982,100000,1.500002,101,3.9,10,7.46,13.8,4.816162,Moderada
287.599976,100410,-1.2,33,4.8,10.81,7.52,13.9,7.092061,Media
288.100006,100700,-2.699997,73,7.4,10.81,6.9,14.3,7.092061,Media
287.599976,101030,1.300002,94,8.3,10,6.73,14.1,4.816162,Moderada
287.399994,101370,0.1,111,10,10,5.94,13.9,7.092061,Media
287.799988,101800,-1.399998,47,5.6,9.09,6.66,14,7.092061,Media
287.5,101990,-2.199998,59,5.4,8.33,6.28,14.4,7.092061,Media
286.899994,102040,-1.3,56,1.8,10,6.64,14.4,7.092061,Media
286.099976,102050,-1.399998,345,0.6,8.33,6.58,14.3,8.949392,Baja
286.299988,102050,3.100002,229,5.1,8.33,6.76,14.4,7.092061,Media
287.100006,101980,5.200002,221,9,7.69,5.75,14.7,8.949392,Baja
286.600006,101780,6.7,226,9,8.33,4.67,14.6,7.092061,Media
286.399994,101600,7.6,218,10,7.69,5.3,14.5,7.092061,Media
287.299988,101220,9.6,212,10.9,9.09,4.89,14.3,7.092061,Media
287.499969,100940,9.3,216,13,5.88,5.07,14.4,7.092061,Media
286.499969,100680,8.2,234,12.3,7.14,5.08,14.2,7.092061,Media
286.299988,100500,7.4,231,8.6,7.14,5.2,14.2,7.092061,Media
286.599976,100390,4.8,264,6.6,6.25,5,14.2,8.949392,Baja
287.599976,100360,1.900002,222,2.9,5.88,5.33,14.7,8.949392,Baja
287.299988,100310,-1,281,8.1,6.25,4.73,14.5,8.949392,Baja
286.5,100600,-2.4,293,8.8,6.25,4.83,14.4,7.092061,Media
287.200012,100850,-0.6,293,9.4,6.67,5.39,14.3,7.092061,Media
287.700012,101200,0.6,272,10.7,6.67,4.89,14.4,7.092061,Media
286.799988,101520,-0.1,289,9.7,7.69,5.31,14.3,7.092061,Media
286.399994,101820,-0.699997,262,9.1,8.33,5.22,14.3,7.092061,Media
286.299988,102090,0.2,275,6.5,7.14,5.36,14.2,8.949392,Baja
286.899994,102300,1.400002,268,7.2,7.14,5.03,14.4,8.949392,Baja
286.399994,102360,1.500002,244,6.4,7.14,4.88,14.4,8.949392,Baja
286.100006,102400,2.200003,248,7.1,7.14,4.79,14.4,8.949392,Baja
286.299988,102480,3.100002,250,9.7,5.88,4.44,14.5,7.092061,Media
287.100006,102540,1.700001,259,8.8,6.67,4.99,14.5,7.092061,Media
286.299988,102570,1,260,9.6,8.33,5.1,14.5,7.092061,Media
286.299988,102640,1.6,272,11.1,7.69,5.5,14.4,7.092061,Media
286.100006,102690,3.800002,247,10.6,9.09,5.65,14.3,7.092061,Media
286.600006,102650,9.000002,224,10.3,7.69,5.34,14.3,4.816162,Moderada
286.799988,102310,11.000002,218,13.8,9.09,5.81,14.3,4.816162,Moderada
286.899994,101980,12.600001,213,15.4,10,6.82,14.4,4.809354,MuyAlta
287,101650,10.3,227,14.7,11.43,7.19,14.2,4.809354,MuyAlta
286.899963,101420,6.9,245,12.7,12.9,7.59,14.1,4.816162,Moderada
285.899994,101370,0.000003,276,12.4,12.12,7.15,14.1,4.816162,Moderada
285.200012,101610,-1.199997,282,12.4,9.09,6.37,14.1,4.816162,Moderada
285.199982,101790,0.700002,271,10.1,11.43,6.5,14,4.816162,Moderada
285.899994,101810,1.1,276,9.6,9.09,6.26,13.9,4.816162,Moderada
285.799988,101840,1.200001,272,9.5,10.81,6.26,13.9,7.092061,Media
285,101920,2.400002,268,6.8,10,6.03,13.9,7.092061,Media
285.200012,101990,2.8,245,8.3,9.09,6.62,13.9,7.092061,Media
285.899963,101970,3.7,220,6.3,9.09,5.98,14,8.949392,Baja
285.700012,101830,3.800002,220,5.2,7.14,6.03,14,8.949392,Baja
286,101780,2.800002,243,5.1,7.14,5.72,13.9,8.949392,Baja
286.899963,101840,0.000002,271,2.6,6.67,6.21,13.9,8.949392,Baja
287.299988,101910,-1.399998,41,4,14.81,5.91,14.7,8.949392,Baja
287.200012,101940,-3.199998,353,5.3,13.79,5.85,14.2,8.949392,Baja
286,102160,-1.999998,316,7.2,5.88,4.85,14.1,8.949392,Baja
286.100006,102350,-0.499997,332,4.6,6.67,4.86,14.1,8.949392,Baja
286.799988,102520,3.6,216,2.4,5.88,5.39,14.7,8.949392,Baja
286.899994,102490,7.1,148,7.2,5.56,4.62,14.4,8.949392,Baja
287,102570,6.600001,136,8.5,4.55,3.95,14.2,8.949392,Baja
287.699982,102720,5.9,181,5.8,5.56,4.73,14.3,8.949392,Baja
287.799988,102730,6.600001,155,6.7,5.26,3.99,14.5,8.949392,Baja
287.399994,102710,7.500001,144,6.3,7.14,5.19,14.5,7.092061,Media
287.100006,102730,9.400002,136,9.3,10.81,6.53,14.4,4.816162,Moderada
287.700012,102730,10.800003,158,10.4,12.12,7.85,14.5,4.816162,Moderada
288.399994,102640,11.100001,167,11.6,12.12,6.95,14.5,4.816162,Moderada
287.700012,102480,11.8,164,11.4,10,6.48,14.6,4.816162,Moderada
287.899994,102420,13.200002,167,10.3,11.43,7.48,14.5,4.816162,Moderada
287.700012,102290,13.900002,179,11.7,10.81,6.19,14.6,4.816162,Moderada
287.5,102120,11.7,173,11.1,10.81,6.2,14.6,7.092061,Media
287.399963,101740,11.6,175,11.8,10,5.54,14.6,4.816162,Moderada
288.5,101390,11.200002,186,11.4,7.69,6.21,14.6,7.092061,Media
287.399963,101200,10.200002,223,11.4,10,5.45,14.5,4.816162,Moderada
287,101450,5.4,244,11.4,7.69,5.88,14.6,7.092061,Media
286.099976,101540,3.6,245,8.4,9.09,5.42,14.5,7.092061,Media
286.399963,101720,1.400003,274,10.2,9.09,5.86,14.5,7.092061,Media
286.599976,101820,0.400002,272,10.4,7.14,5.18,14.6,7.092061,Media
287.299988,101990,-1.699998,275,8.5,7.14,5.23,14.6,7.092061,Media
286,102120,-0.499998,281,8.8,7.69,5.3,14.6,7.092061,Media
284.999969,102100,1.500002,285,7.4,7.69,5.54,14.6,7.092061,Media
285.899994,101900,6.8,226,8.4,7.69,5.02,14.5,7.092061,Media
287.299988,101730,7.300003,204,7.3,6.67,5.14,14.6,7.092061,Media
286.899994,101500,4,241,8.2,7.14,4.79,14.6,7.092061,Media
286.799988,101420,0.500002,279,11.6,8.33,5.15,14.6,7.092061,Media
286.299988,101510,-0.8,274,13.5,6.67,5.48,14.6,4.816162,Moderada
286.299988,101820,-0.1,285,14.2,8.33,5.84,14.6,4.816162,Moderada
286.399994,101860,2.600003,277,11.3,9.09,5.95,14.6,7.092061,Media
285.899994,101890,1.000002,271,8.2,7.69,5.54,14.5,7.092061,Media
286.699982,101910,5.100001,204,6.7,7.69,5.67,14.5,7.092061,Media
287.700012,101820,3.000001,263,13.9,7.69,4.99,14.6,4.816162,Moderada
287.100006,101970,-1.2,273,11.3,9.09,6.03,14.5,4.816162,Moderada
286.199982,102280,-1.299999,287,10,9.09,6.06,14.5,7.092061,Media
286.799988,102490,-1.599998,269,8,9.09,6.15,14.5,7.092061,Media
287.899994,102660,-0.499998,256,10.7,10,5.77,14.6,7.092061,Media
287.299988,102630,1,258,10.8,9.09,5.88,14.6,4.816162,Moderada
287.100006,102660,3.900002,254,13,8.33,5.59,14.7,4.816162,Moderada
287.399994,102610,4.000001,258,12,9.09,6.07,14.7,4.816162,Moderada
288.200012,102450,10.100001,229,10.2,10,6.12,14.8,4.816162,Moderada
287.499969,101780,9.9,244,16.6,6.67,6.18,14.7,4.809354,MuyAlta
286.499969,101470,1.900002,281,17.7,10,6.73,14.6,4.816162,Moderada
286.599976,101500,-0.699998,276,15.5,10.81,6.73,14.5,4.816162,Moderada
287.700012,101450,-2.999999,294,12,8.33,6.13,14.5,4.816162,Moderada
286.999969,101520,-4.099998,296,12,10,6.23,14.4,7.092061,Media
286.999969,101570,-4.499997,302,10,7.69,5.64,14.4,7.092061,Media
286.600006,101560,-3.3,293,8.5,8.33,5.72,14.4,7.092061,Media
286.899994,101580,-1.5,278,7.2,8.33,5.61,14.6,8.949392,Baja
286.299988,101540,1.4,265,7.5,8.33,5.17,14.5,7.092061,Media
286.200012,101320,5.5,229,8.1,9.09,5.2,14.4,8.949392,Baja
287,101220,2.100002,256,8.3,9.09,4.95,14.3,7.092061,Media
288.200012,101350,-5.699998,298,13.9,5.26,4.7,14.3,7.092061,Media
286.399994,101640,-5.099997,288,12.4,7.69,5.41,14.3,4.816162,Moderada
285.199982,101770,-0.6,277,12.7,7.69,5.87,14.3,4.816162,Moderada
285.799988,101800,-2.099998,292,14.1,9.09,6.43,14.2,4.816162,Moderada
286.799988,101920,-1,274,10.8,9.09,6.37,14.3,7.092061,Media
286.299988,101830,3.000001,247,8.6,9.09,6.13,14.3,7.092061,Media
285.799988,101540,4.2,226,6.9,8.33,5.86,14.3,7.092061,Media
286.299988,101310,-0.899998,312,4.9,7.69,6.37,14.3,7.092061,Media
286.5,101280,-5.9,310,11.2,9.09,5.51,14.4,7.092061,Media
286,101520,-5.599998,303,10.3,7.14,4.75,14.3,7.092061,Media
286.399963,101780,-4.9,336,6.9,7.69,5.76,14.3,8.949392,Baja
286.199982,101910,-3.299999,325,5.9,6.25,5.16,14.3,8.949392,Baja
287.200012,102080,-1.4,280,6.7,6.67,5.42,14.5,8.949392,Baja
286.099976,102160,-0.399998,297,4.8,6.25,4.95,14.4,8.949392,Baja
285.700012,102220,-0.2,337,2.4,8.33,5.71,14.3,8.949392,Baja
286.600006,102270,-0.5,77,2.4,7.14,5.39,14.3,8.949392,Baja
287.199982,102260,-2.499997,54,6.6,5.56,5.63,14.6,8.949392,Baja
286.399994,102180,-2.7,92,6,12.12,4.68,14.4,8.949392,Baja
286.399994,102080,-8.2,47,9.1,3.23,3.48,14.3,8.949392,Baja
287.100006,101950,-10.4,44,10.6,5,4.37,14.2,7.092061,Media
286.899994,101910,-12.4,33,10.8,5.56,4.62,14.3,7.092061,Media
286.600006,101840,-11.5,28,11.4,6.25,5.2,14.2,7.092061,Media
286.700012,101710,-10.5,26,10.6,6.67,5.14,14.2,7.092061,Media
287.099976,101860,-8.8,31,8.5,8.33,5.1,14,8.949392,Baja
287.299988,101920,-7.1,30,8.8,5,4.2,14.2,8.949392,Baja
286.399994,101920,-4.9,38,6.7,5.26,4.45,14.2,8.949392,Baja
286.599976,101850,-4.4,17,6.2,6.25,4.61,14.3,8.949392,Baja
286.899994,101720,-5.4,31,5.1,6.25,5.11,14.4,8.949392,Baja
286.699982,101400,-4.499997,9,6.3,6.25,4.56,14.5,8.949392,Baja
285.700012,101080,-1.999997,17,5.8,5.88,4.41,14.6,8.949392,Baja
286.499969,100790,-1.6,18,5.2,16,4.89,14.5,8.949392,Baja
286.899994,100530,-1.499997,37,5,12.9,4.1,14.5,8.949392,Baja
287.099976,100430,-1.1,71,4.1,12.9,5.73,14.8,8.949392,Baja
286.299988,100410,-1.099997,56,5.5,12.12,5.06,14.7,8.949392,Baja
286.499969,100360,-2.8,72,5.7,11.43,4.72,14.5,8.949392,Baja
287.299988,100430,-3.4,66,10.9,4.17,4.21,14.6,7.092061,Media
288.199982,100540,-6.999999,45,11,6.67,4.82,14.7,7.092061,Media
287.799988,100580,-9.6,40,10.6,7.14,4.92,14.6,7.092061,Media
287.200012,100610,-11,34,8.5,7.14,4.78,14.5,8.949392,Baja
288.700012,100640,-10.199999,23,8.3,7.69,4.66,14.5,7.092061,Media
288.5,100710,-8.499998,340,9.5,9.09,5.38,14.6,7.092061,Media
287.600006,100920,-5.199998,341,5.9,10,5.96,14.6,8.949392,Baja
287.200012,101110,-6.499999,325,7.5,8.33,5.54,14.6,8.949392,Baja
287.5,101270,-5.499999,314,8.6,10,4.68,14.6,8.949392,Baja
288,101400,-5.399999,316,8.3,9.09,4.72,14.8,8.949392,Baja
286.599976,101550,-4.099998,292,8,4.76,4.37,14.7,8.949392,Baja
286.5,101710,-4.4,304,9.8,5,4.4,14.7,8.949392,Baja
286.5,101870,-4.1,297,8.6,5.26,4.68,14.6,8.949392,Baja
286.899963,101890,-3.699998,301,8.8,6.25,4.54,14.7,8.949392,Baja
286.499969,101890,-3,279,6.9,5.56,4.83,14.6,8.949392,Baja
287,101840,-3.199998,307,4.2,6.25,4.84,14.7,8.949392,Baja
287.600006,102000,-3.699997,299,3.3,11.43,5.39,14.6,8.949392,Baja
288.099976,101920,-2.899998,270,5.6,11.43,6.34,15.1,7.092061,Media
286.600006,101820,-2.6,284,5.5,10.81,7.18,14.8,8.949392,Baja
286.899963,101680,-1.199998,293,6.3,11.43,6.57,14.8,8.949392,Baja
287.099976,101590,-0.3,254,5.2,11.43,5.97,14.7,7.092061,Media
287.799988,101390,-2.799999,300,7.1,10,6.95,14.9,7.092061,Media
286.799988,101250,-1.399998,306,2,10,6.58,14.8,7.092061,Media
287,101340,-2,116,4.9,6.67,6.85,14.8,7.092061,Media
286.600006,101510,-0.4,110,7.9,12.12,6.42,14.7,8.949392,Baja
287.899994,101700,-0.999998,122,4.9,11.43,6.94,14.9,8.949392,Baja
287.200012,101860,-1.999997,70,3.7,10.81,6.94,14.8,8.949392,Baja
286.799988,101890,-3.199997,31,2.4,10.81,7.89,14.7,8.949392,Baja
287.399994,101860,-0.6,126,1.5,10.81,6.5,14.7,8.949392,Baja
287.499969,101850,2.3,207,3.4,10.81,6.96,15.1,8.949392,Baja
286.799988,101690,3.9,196,3.9,10,6.67,14.9,8.949392,Baja
286.200012,101510,5.6,191,5.1,10,5.78,14.7,8.949392,Baja
286.699982,101360,6.100001,180,6.4,10,5.29,14.8,8.949392,Baja
287.200012,101400,6.300002,163,8.2,6.67,4.8,14.8,8.949392,Baja
286.099976,101270,5,148,8.6,5.56,4.82,14.6,8.949392,Baja
286.100006,101340,5.500001,144,7.4,6.25,4.65,14.6,8.949392,Baja
286.899994,101390,3.300002,121,7.2,4.55,4.45,14.6,7.092061,Media
287.799988,101460,0.100002,120,6.9,12.12,5.32,14.7,8.949392,Baja
286.999969,101520,-1.299999,77,8.7,7.69,5.12,14.5,7.092061,Media
286.200012,101620,-3.399998,67,7.7,10,5.05,14.4,8.949392,Baja
286.700012,101800,-3.7,70,6.2,5.56,5.14,14.4,7.092061,Media
287,101920,-5.099998,27,4.3,7.69,5.59,14.6,8.949392,Baja
286.599976,102080,-4.499999,57,3.9,8.33,5.98,14.6,8.949392,Baja
286.100006,102020,-3.199998,117,2.1,7.69,5.85,14.6,8.949392,Baja
286.600006,102170,-3,74,5.4,7.14,5.96,14.5,8.949392,Baja
287.399994,102050,-4.399999,6,3.8,14.81,5.68,14.8,8.949392,Baja
286.299988,102050,-3.899998,326,5.3,16,6.43,14.5,8.949392,Baja
286.799988,102000,-4.999999,55,7.7,13.79,3.87,14.4,8.949392,Baja
286.699982,102110,-4.099998,314,4.2,13.79,4.25,14.4,8.949392,Baja
287.100006,102100,-3.899998,315,2.3,13.79,5.21,15,8.949392,Baja
286.699982,102090,-3.2,330,3.3,13.79,5.18,14.5,8.949392,Baja
286.100006,101980,-4.8,320,3.7,5.56,4.67,14.5,8.949392,Baja
285.999969,101950,-3.3,274,5.1,6.25,4.39,14.5,8.949392,Baja
286.399994,101920,-1.599998,281,6.5,5.88,4.36,14.6,8.949392,Baja
285.899994,101760,1.2,268,6.8,6.67,4.5,14.4,8.949392,Baja
285.399994,101640,2.100002,251,9.6,6.25,4.19,14.4,7.092061,Media
285.600006,101290,8.4,236,13.7,6.67,4.72,14.4,7.092061,Media
286.899994,101230,2.700001,255,8.8,7.69,5.44,14.4,7.092061,Media
286.5,101280,1.900002,263,10.4,8.33,5.66,14.4,4.816162,Moderada
286.299988,101400,3.400002,263,14.9,10,5.68,14.3,4.816162,Moderada
286.700012,101590,4,263,13,9.09,6.15,14.3,4.816162,Moderada
287.200012,101930,0.400002,289,5.9,10,6.82,14.4,4.816162,Moderada
286.799988,102080,3.300003,249,6.6,9.09,6.67,14.3,7.092061,Media
286.100006,102160,8.600001,227,11.5,10.81,5.85,14.3,7.092061,Media
287.200012,102080,10.000002,218,11.9,7.69,5.39,14.3,4.816162,Moderada
287.5,102200,8.000002,222,13.3,9.09,5.7,14.3,4.816162,Moderada
286.600006,102250,4.000001,263,6.1,9.09,6.74,14.3,4.816162,Moderada
286.499969,102240,8.900002,211,10,10,6.56,14.2,4.816162,Moderada
286.600006,102080,11.900002,220,13.1,9.09,5.87,14.2,7.092061,Media
287.299988,101860,10.7,200,10.2,9.09,5.66,14.2,7.092061,Media
287.399994,101760,6.200002,221,3,8.33,5.61,14.2,7.092061,Media
287.100006,101990,0.300002,0,0.7,9.09,6.81,14.3,4.816162,Moderada
287.299988,102250,3.3,87,2,11.43,6.9,14.2,7.092061,Media
287.399994,102540,5.2,246,7,10.81,6.98,14.2,7.092061,Media
287.100006,102580,4.6,243,6.7,10.81,6.48,14.2,7.092061,Media
286.700012,102710,3.9,247,9.7,10,5.49,14.3,7.092061,Media
287.399994,102760,4.500003,247,5.1,7.14,5.65,14.3,7.092061,Media
287,102630,5.300002,237,5.2,8.33,6.03,14.3,7.092061,Media
286.299988,102550,3,239,5.6,10.81,6.31,14.3,7.092061,Media
286.200012,102540,1.700003,231,4.9,11.43,7.36,14.2,7.092061,Media
286.200012,102460,0.800002,272,3.4,10.81,7.74,14.2,4.816162,Moderada
286.799988,102300,-0.999997,96,2.4,11.43,8.82,14.3,7.092061,Media
286.100006,102200,-1.899998,73,4.3,10,8.59,14.3,7.092061,Media
286.699982,102050,-5.7,28,3,12.9,8.39,14.2,4.816162,Moderada
287.5,101910,-5.8,44,7.9,12.12,8.18,14.3,7.092061,Media
288.599976,101760,-6.599998,64,10.4,11.43,6.34,14.3,7.092061,Media
287.299988,101810,-4.8,58,9.4,10,5.75,14.3,7.092061,Media
286.700012,101850,-6.5,39,7.2,10.81,6.14,14.3,7.092061,Media
286.599976,101790,-6,27,7.7,10.81,5.49,14.2,8.949392,Baja
