@relation AlturaOla-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
280.399994,102950,-2.499999,286,5,6.5,7.69,5.85,8.7,7.092061,Media
280.5,103000,-0.1,274,5.8,6.7,9.09,5.42,8.8,7.092061,Media
279.700012,102860,4,225,3.9,4.9,8.33,6.02,8.8,8.949392,Baja
279.799988,102650,8.5,193,7.7,9.3,7.69,4.58,8.8,7.092061,Media
281,102450,6.4,207,8,9.5,6.67,5,8.8,8.949392,Baja
282.199982,102230,6.6,243,5.4,6.2,6.67,4.9,8.9,7.092061,Media
281.200012,101990,4.9,213,5.1,6.4,9.09,5.89,9,7.092061,Media
281.100006,101750,4,203,5.3,6.5,10,6,8.9,7.092061,Media
281.299988,101640,0.9,259,7.7,9.3,9.09,5.7,8.9,7.092061,Media
281.799988,101750,-2.6,283,8.7,10.1,10,6,9,4.816162,Moderada
281.600006,101870,-5.9,298,11,13.2,7.69,5.69,8.9,4.816162,Moderada
280.699982,101980,-4.899997,293,10.8,12.7,10,6.05,8.7,4.816162,Moderada
280.799988,102160,-4.7,298,11.4,13.6,7.69,5.97,8.7,4.816162,Moderada
280.100006,102290,-4.1,299,11.1,13.3,7.69,6.18,8.6,4.816162,Moderada
280.799988,102350,-3.1,294,9.1,11.2,8.33,5.85,8.6,4.816162,Moderada
280.399994,102310,-2.6,288,9.8,12.2,7.69,5.9,8.6,7.092061,Media
280.699982,102270,-0.7,296,8.4,10.3,8.33,5.44,8.6,7.092061,Media
281.799988,102260,-1.099998,277,8.7,10.5,8.33,5.64,8.8,7.092061,Media
281.399963,102160,-2.499999,280,8.2,9.8,8.33,5.23,8.7,7.092061,Media
280.699982,102210,-2.8,284,8.2,9.7,8.33,5.76,8.8,7.092061,Media
281.200012,102200,-3.1,286,8.2,9.8,9.09,5.51,8.8,7.092061,Media
281.600006,102310,-0.699998,272,7.4,9,7.14,5.44,8.9,7.092061,Media
280.799988,102360,-0.4,257,8.1,9.7,8.33,4.75,9,7.092061,Media
281.700012,102350,-1.099998,283,9.2,11.2,6.25,5.55,8.8,7.092061,Media
281.999969,102440,0.200002,280,8.2,9.9,5.26,4.87,8.8,7.092061,Media
281.599976,102450,-1.5,279,9.4,11,5.56,4.99,8.9,7.092061,Media
281.399963,102510,-1.9,293,8.9,10.3,6.25,4.77,8.9,8.949392,Baja
281.100006,102450,-3.099997,300,6.3,7.7,7.14,4.99,8.8,8.949392,Baja
281.299988,102480,-1.799999,281,6,7,6.67,4.83,8.9,8.949392,Baja
281.799988,102420,-2.1,280,6.1,7.8,7.14,4.98,9,8.949392,Baja
280.799988,102250,-0.299998,266,4.5,5.6,7.14,4.75,9,8.949392,Baja
280.399994,102040,-1.799997,339,2.6,3.5,7.14,5.29,9,8.949392,Baja
280.499969,102000,-2,253,1.1,1.8,6.67,4.94,9,8.949392,Baja
281.299988,102010,-3.399998,312,2.2,3.2,5.88,5.44,9.3,8.949392,Baja
281.199982,102000,-2.6,345,4.1,5.4,7.14,5.42,9.2,8.949392,Baja
280.799988,101950,-2.4,306,4.1,4.8,7.14,5.44,9.2,8.949392,Baja
281,101900,-2.5,306,3.6,4.7,12.12,5.3,9.2,8.949392,Baja
281.399994,101910,-3.2,314,4.8,5.6,11.43,4.52,9.4,8.949392,Baja
280.699982,101840,-3.099998,307,4.7,5.6,10.81,4.96,9.4,8.949392,Baja
280.399994,101890,-2.9,289,4.7,6.3,10.81,4.8,9.3,8.949392,Baja
280.599976,101910,-1.299999,263,4.8,6.1,10,4.91,9.3,8.949392,Baja
281.299988,101940,0.900002,267,3.7,5.1,10,5.73,9.5,8.949392,Baja
281.200012,102040,2,215,2.8,4.8,10.81,5.97,9.5,8.949392,Baja
281,101910,1.800002,113,5.9,6.8,10,4.97,9.4,8.949392,Baja
282,101660,0.500002,101,8.6,10.7,3.85,3.98,9.3,7.092061,Media
282.399994,101250,1.600002,89,12.3,15.1,5.56,4.77,9.3,4.816162,Moderada
282.799988,100660,6.500003,115,11.6,14.5,8.33,5.8,9.2,4.816162,Moderada
282.100006,100400,7.1,122,9.5,11.7,8.33,6.02,9.1,4.816162,Moderada
282.399994,100340,4.5,114,8.5,10.3,8.33,5.85,9.2,4.816162,Moderada
282.099976,100390,3.1,95,7.3,8.7,9.09,6.17,9.2,7.092061,Media
282.099976,100240,3.500001,128,3.6,4.5,7.69,6.57,9.3,7.092061,Media
281.299988,99960,4.8,114,1.5,1.9,8.33,6.16,9.3,7.092061,Media
281.399994,99870,5.400003,189,4,5.4,8.33,6.42,9.3,7.092061,Media
282.200012,99840,3.600002,133,4.2,5.1,14.81,6.53,9.4,7.092061,Media
282.199982,99740,2.000001,138,4.8,6,13.79,6.95,9.4,7.092061,Media
281.5,99900,-0.399998,86,4.6,5.8,12.9,7.75,9.4,7.092061,Media
282.100006,100050,0.800002,100,4.2,5.1,12.12,6.99,9.4,7.092061,Media
282.600006,100070,1.9,88,6.5,7.9,9.09,6.33,9.7,7.092061,Media
282.399994,99950,1.000003,91,6.2,7.5,10.81,6.58,9.5,7.092061,Media
281.699982,99850,-0.899998,116,5.6,6.9,9.09,6.62,9.6,7.092061,Media
282.200012,100060,-2.4,64,3.1,3.8,8.33,6.1,9.5,7.092061,Media
282,100660,3.800002,49,3.1,4.1,6.25,6.33,9.9,7.092061,Media
281.700012,101150,8.500002,171,4.4,5.3,9.09,7.01,9.8,7.092061,Media
281.100006,101620,10.600001,187,9.4,11.4,9.09,5.66,9.6,7.092061,Media
281.999969,101970,9.000002,177,7.6,9.3,9.09,5.89,9.4,7.092061,Media
282.200012,102070,6.7,154,5.7,6.7,8.33,5.64,9.5,7.092061,Media
282.299988,101900,2.300003,146,5.3,6.4,8.33,5.86,9.6,7.092061,Media
281.700012,101490,-0.9,303,1.1,1.7,8.33,7.05,9.5,8.949392,Baja
282.100006,101220,-4.199998,332,7.1,8.1,8.33,5.22,9.6,8.949392,Baja
282.600006,101290,-2.2,285,5.9,6.9,9.09,5.05,9.8,8.949392,Baja
281.700012,101500,2.100002,256,7.3,8.8,13.79,4.77,9.7,7.092061,Media
281.399994,101650,6.000001,245,9,10.7,5.88,4.7,9.6,7.092061,Media
282.100006,101670,7.9,239,7.4,8.6,5.56,4.75,9.7,7.092061,Media
282.100006,101700,9.3,219,7.6,8.7,5.26,4.57,9.9,7.092061,Media
281.799988,101590,8.6,181,7.4,9.1,5.56,4.82,9.8,8.949392,Baja
281.5,101510,7.6,173,6.1,7.1,5.88,4.55,9.8,8.949392,Baja
282.600006,101440,5.7,159,5.9,7.1,6.25,4.96,9.8,8.949392,Baja
282.699982,101390,4.6,180,3.7,4.7,6.25,4.92,10.1,8.949392,Baja
281.899994,101240,2,135,2.3,3.2,7.14,5.58,10.1,8.949392,Baja
281.299988,101050,-1.2,38,0.1,0.4,6.25,5.37,10,8.949392,Baja
282.200012,101160,-4.6,46,5,5.8,7.69,5.41,10,8.949392,Baja
282.899994,101350,-6.299998,358,5.1,5.9,7.14,5.54,10.4,8.949392,Baja
282.200012,101510,-4.7,311,4.8,5.5,7.69,4.89,10.5,8.949392,Baja
282.199982,101480,-4.799998,299,6.4,7.9,8.33,4.53,10.2,8.949392,Baja
283,101560,-4.099998,299,6.5,7.5,4.55,4.38,10.3,7.092061,Media
283.100006,101720,-5.399999,305,7.6,9.3,5.26,4.52,10.4,8.949392,Baja
282.399963,101740,-3.799997,310,6.3,8,6.25,4.7,10.4,8.949392,Baja
282.200012,101710,-0.6,287,6.1,7.2,5.56,4.27,10.3,8.949392,Baja
282.599976,101700,0.300002,297,2.4,3.6,5.56,4.37,10.3,8.949392,Baja
282.799988,101700,1.7,227,5,5.8,5.56,4.02,10.6,7.092061,Media
282.799988,101700,0.400002,274,4.4,5.3,7.69,6.18,10.5,7.092061,Media
282.099976,101870,-1.099998,283,6.2,7.5,7.69,5.17,10.4,8.949392,Baja
282.399963,101760,1.800003,288,2.7,3.4,5.88,5.3,10.4,8.949392,Baja
281.399994,101400,1.7,193,2.6,5.2,7.14,5.6,10.5,8.949392,Baja
280.700012,101240,-2.2,245,1,1.9,9.09,6.18,10.4,8.949392,Baja
280.899994,101220,-1.4,296,6.4,7.4,8.33,5.72,10.4,8.949392,Baja
281.199982,101150,0.1,276,6,7.8,8.33,5.22,10.5,7.092061,Media
282,101320,0.000003,282,9.1,11.2,5.88,4.75,10.7,7.092061,Media
282.299988,101380,-0.499997,274,7.8,9.4,6.25,5.14,10.6,7.092061,Media
282,101400,-2.9,293,8.7,11.2,7.14,5.36,10.5,7.092061,Media
283.099976,101450,-1.399997,290,8.3,10.1,8.33,5.64,10.6,7.092061,Media
284,101440,-1.999998,274,5.9,7.1,9.09,5.51,10.7,7.092061,Media
283.399994,101360,-4.9,329,5.7,6.7,9.09,6.09,10.6,7.092061,Media
283.200012,101300,-4.7,30,4.1,5.1,10,6.48,10.5,7.092061,Media
283.299988,101360,-3.199998,353,1.8,2.5,9.09,6.47,10.8,7.092061,Media
284.299988,101450,-1.999997,258,2.4,3.2,8.33,6.66,12.7,8.949392,Baja
283.599976,101560,-0.899998,247,3.4,5.6,9.09,6.35,11.2,7.092061,Media
283.399994,101640,-1.699998,271,4.2,5.9,8.33,6.38,11,8.949392,Baja
283.599976,101630,-0.599998,283,3.7,4.7,7.14,6.72,11.3,8.949392,Baja
284.299988,101780,-0.5,294,3.7,4.3,7.69,6.24,11.5,8.949392,Baja
283.700012,101790,-3.299999,299,6.1,7,7.14,5.27,11.7,8.949392,Baja
283.899994,101750,-4.8,300,6.5,7.6,7.14,4.58,11.3,8.949392,Baja
283.5,101810,-5.899999,310,7.3,8.5,5.26,4.51,11.2,7.092061,Media
283.899994,101900,-5.3,310,8.1,9.5,5.56,4.46,11.1,7.092061,Media
282.399994,101890,-1.199997,294,6.3,8,6.25,4.87,11.2,8.949392,Baja
282,101870,1.5,284,3.6,5,5.88,4.8,11.2,8.949392,Baja
282.299988,101970,2.800002,238,2.8,4.4,16,5.47,11.2,8.949392,Baja
283,102100,3.900002,164,0.2,0.6,14.81,6.66,11.7,8.949392,Baja
282.799988,102210,4.500001,238,2.6,4.1,14.81,6.04,11.5,8.949392,Baja
282.600006,102350,3.200001,160,1.9,3.1,7.69,6.76,11.4,7.092061,Media
282.499969,102420,4.200002,147,2,2.9,7.69,6.17,11.4,8.949392,Baja
283.299988,102640,4.700003,182,4.2,5.8,7.69,6.41,11.5,8.949392,Baja
283,102690,6.3,202,6,7.9,16,5.85,11.5,7.092061,Media
283.399994,102750,8.900002,204,7.9,9.3,7.69,5.29,11.3,7.092061,Media
283.799988,102660,13.4,173,10.3,12.1,7.14,4.87,11.2,4.816162,Moderada
284.099976,102470,16.6,182,12.8,16.2,7.14,5.43,11,4.816162,Moderada
283.299988,102160,10.600001,215,9.8,12.3,8.33,6.06,11,7.092061,Media
282.899994,101890,4.000001,277,5.7,7.1,9.09,6.16,10.9,7.092061,Media
283.600006,101880,-1.599998,264,5.1,6.1,8.33,6.11,11,7.092061,Media
284.200012,101920,-3.899998,273,6.3,7.5,7.69,5.67,11.2,7.092061,Media
283.899994,101900,-2.2,271,6.3,7.7,8.33,5.79,11.3,7.092061,Media
283.5,101780,-1.9,296,9.6,11.4,7.69,5.1,11.2,7.092061,Media
284.299988,101800,-4.3,298,8.5,10.4,6.67,5.38,11.2,7.092061,Media
284.799988,101810,-5.799998,321,8.7,9.8,6.25,5.16,11.3,7.092061,Media
284.399994,101860,-7,324,6.3,7.4,6.67,5.38,11.3,8.949392,Baja
284.299988,101990,-7.399999,349,4.3,4.9,6.67,5.13,11.2,8.949392,Baja
284.600006,102240,-5.599997,304,4.7,5.8,5.88,5.24,11.2,8.949392,Baja
284.399963,102340,-2.599998,263,5.6,6.9,5.56,4.76,11.4,8.949392,Baja
283.799988,102250,-1.799997,294,6.4,7.7,7.69,4.63,11.5,7.092061,Media
282.700012,102170,0,283,7.9,9.6,5.26,4.79,11.3,8.949392,Baja
283.099976,102040,3.000001,247,6.2,7.2,6.25,4.8,11.4,8.949392,Baja
283.699982,101800,2.9,237,6,7.1,5.26,4.67,11.4,8.949392,Baja
283.899994,101580,4.300002,236,5.7,6.8,7.69,5.31,11.5,8.949392,Baja
283.799988,101380,3.100002,266,7.5,8.5,6.25,4.74,11.4,8.949392,Baja
283.899994,101370,3.900002,222,4.4,5.6,6.67,5.57,11.5,7.092061,Media
283.799988,101340,5.600001,201,6.1,7.3,7.14,5.48,11.6,7.092061,Media
283.499969,101170,8.8,186,5.5,6.3,9.09,5.91,11.7,7.092061,Media
283,101010,9.4,182,7.9,9.2,10,5.59,11.5,7.092061,Media
283.299988,101000,9.700002,160,9.8,11.2,10,5.61,11.5,7.092061,Media
284.100006,101100,8.5,184,7.6,8.9,10,5.4,11.5,7.092061,Media
283.700012,101270,9.000002,180,6.6,7.9,9.09,6.04,11.5,7.092061,Media
283.100006,101420,9.100001,165,6.8,8.3,9.09,5.46,11.5,7.092061,Media
284.200012,101530,8.300001,125,8,9.9,9.09,5.48,11.5,7.092061,Media
283.699982,101670,8.7,164,7.7,9.1,6.25,5.11,11.5,7.092061,Media
284,101640,8.600003,141,7.2,8.9,5.56,5.27,11.5,7.092061,Media
283.600006,101700,8.800003,152,6.6,8.4,16,4.92,11.5,8.949392,Baja
284.299988,101830,6.700002,149,6.1,7.3,16,5.55,11.5,8.949392,Baja
284.600006,102000,5,143,4.4,5.5,5.56,4.9,11.7,8.949392,Baja
284.100006,101900,5.8,143,5.7,7.1,16,5.32,11.7,8.949392,Baja
283.899994,101920,3.8,110,4.5,5.2,5.56,4.54,11.7,8.949392,Baja
284.899963,101940,4.400002,129,6.4,7.8,12.9,4.6,11.7,8.949392,Baja
284.399994,101960,6.000001,135,5.6,7,5,4.23,11.8,8.949392,Baja
283.600006,101900,7.4,170,5.7,7.3,16,4.69,11.8,8.949392,Baja
283.700012,101920,5.700002,142,5.6,6.4,5,4.14,11.8,8.949392,Baja
284.100006,101850,6.200002,125,6.8,8.1,5.88,3.93,11.7,8.949392,Baja
284.299988,101830,5.6,140,5.6,6.7,5.26,4.4,11.8,8.949392,Baja
283.899994,101610,4.900002,143,4.5,5.1,5.88,4.87,11.8,8.949392,Baja
283.799988,101460,3.500001,135,4.5,5.7,6.25,4.39,11.8,8.949392,Baja
285,101120,1,119,5.7,7.2,6.25,3.88,11.8,8.949392,Baja
285.499969,100810,-2.999999,84,8.3,10.3,4.76,4.03,11.9,7.092061,Media
285.100006,100670,-4.5,74,7.1,8.7,6.25,4.83,11.8,7.092061,Media
284.5,100600,-4.799998,32,8.9,10.6,7.69,5.63,11.8,7.092061,Media
284.899994,100560,-4.8,355,5.3,6.3,9.09,5.88,11.8,7.092061,Media
284.5,100710,-3.8,318,7,8.2,8.33,5.04,11.9,7.092061,Media
284.399994,100850,-3.899998,302,6.6,7.6,8.33,6.17,11.9,8.949392,Baja
284.100006,100940,-2.9,291,5.8,6.9,9.09,5.44,11.9,8.949392,Baja
285.299988,101060,-0.599998,290,4.8,5.7,7.69,5.57,12,8.949392,Baja
284.5,101200,2.200001,195,2.1,2.8,7.69,4.95,12.7,8.949392,Baja
285,101350,0.4,269,2.6,3.3,8.33,5.84,12.8,7.092061,Media
284.299988,101520,-0.3,250,4.1,5.3,8.33,7.22,12.5,4.816162,Moderada
285.100006,101760,0.6,275,8.8,10.6,10,6.47,12.3,7.092061,Media
285.099976,101920,3.800002,258,6.7,8.2,9.09,5.93,12.3,7.092061,Media
284.700012,101920,2.800002,250,6.5,8,8.33,5.56,12.3,7.092061,Media
283.899963,101930,2.300002,253,6.2,7.2,7.69,5.66,12.4,7.092061,Media
284.700012,101810,5.100001,187,3.3,4.1,7.14,5.74,12.4,8.949392,Baja
284.999969,101670,5.800002,165,4.8,5.6,6.67,5.11,12.5,8.949392,Baja
284.700012,101490,3.200001,127,5.3,6.2,6.25,4.87,12.5,8.949392,Baja
284.5,101540,-0.5,124,3.6,4.2,6.67,4.79,12.4,8.949392,Baja
284.799988,101740,-0.5,143,2.5,3,14.81,4.92,12.5,8.949392,Baja
285.200012,101780,-0.499998,166,2.8,3.3,7.14,6.15,12.9,7.092061,Media
285.200012,101680,1.2,155,2.5,3,9.09,7.43,12.8,8.949392,Baja
284.700012,101540,-0.499998,181,2.4,2.8,10,7.49,12.8,8.949392,Baja
285.100006,101430,-0.299998,138,3.2,3.7,9.09,6.72,12.8,8.949392,Baja
285.100006,101430,-2.5,119,0.9,1.4,9.09,7.52,13.4,8.949392,Baja
285.100006,101370,-1.8,220,0.5,0.7,8.33,6.27,13.4,8.949392,Baja
285,101220,-1.699998,310,3.3,3.7,14.81,7.56,13.3,8.949392,Baja
285.399994,101090,-3.099998,327,4.2,4.9,14.81,5.63,13.1,8.949392,Baja
285.599976,101090,-6.499999,340,6.2,7.7,9.09,4.23,13.1,8.949392,Baja
285.399994,101210,-6.9,334,5.4,6.2,9.09,5.17,13,8.949392,Baja
285.700012,101330,-7.2,321,6.3,7.3,8.33,4.85,13,8.949392,Baja
285.299988,101420,-5.3,329,5.5,6.7,8.33,4.96,13,8.949392,Baja
285.600006,101540,-3.599998,290,6.4,7.7,7.14,5.07,13.2,8.949392,Baja
285,101560,-2.9,295,8.9,10.6,5,4.46,13.2,8.949392,Baja
284.200012,101620,-0.699998,286,6.1,7.8,7.14,4.96,13.1,8.949392,Baja
284.600006,101650,2.500003,239,4.8,5.9,6.67,4.97,13,8.949392,Baja
284.600006,101540,6.500001,211,6.3,8,7.14,4.66,13.1,8.949392,Baja
284.799988,101180,6.100001,224,5,6.1,7.69,4.66,13.1,8.949392,Baja
284.799988,100890,3.000001,245,3,3.7,7.69,4.53,13.1,8.949392,Baja
285.299988,100810,-2.799999,358,2.7,3.2,5.88,5.61,13.2,8.949392,Baja
286.299988,100900,-4.799998,3,3.5,4.1,6.25,5.54,14.3,8.949392,Baja
286,100990,-7.999999,0,4.4,5.5,7.14,5.82,14.6,7.092061,Media
285.600006,101130,-7.699998,16,4.8,5.6,9.09,6.49,14.6,7.092061,Media
286.899994,101220,-6,63,4,4.8,9.09,6.25,14.5,7.092061,Media
286.399994,101250,-3.999999,41,1.2,2,8.33,6.28,14.8,8.949392,Baja
285.799988,101270,-3.9,19,4.6,5.5,7.69,5.84,14.6,8.949392,Baja
285.999969,101300,-3.1,86,5.2,6.4,8.33,5.51,14.8,8.949392,Baja
286.5,101520,-2,105,3.5,4.6,8.33,6.11,14.7,8.949392,Baja
287,101550,-3.5,22,4.7,5.6,7.69,5.71,15.5,8.949392,Baja
286.200012,101770,1.2,109,5.7,6.6,8.33,6.07,15.3,8.949392,Baja
285.5,101990,0.700002,119,4.1,4.9,7.14,5.46,15,8.949392,Baja
285.799988,102280,2.1,139,3.5,4.8,7.69,6.09,15.1,8.949392,Baja
286.299988,102540,4,127,3.6,4.3,16,5.97,15.7,8.949392,Baja
286.399963,102670,5.6,151,5.8,6.9,13.79,5.32,15.8,8.949392,Baja
286.099976,102830,4.700003,162,5.3,6.1,13.79,5.03,15.4,8.949392,Baja
286.299988,102990,5.500001,157,5.5,6.5,5.56,4.75,15.4,8.949392,Baja
286.899994,103120,3.5,177,4.3,5.4,14.81,4.9,15.5,8.949392,Baja
286.599976,103140,2.7,171,2.6,3.5,7.69,6.01,15.5,8.949392,Baja
285.799988,103180,0.2,256,3.5,4.2,14.81,6.56,15.4,8.949392,Baja
286.299988,103190,-2.2,307,5.1,6,7.14,5.56,15.2,8.949392,Baja
286.5,103210,-2.1,284,6.7,7.6,7.69,4.36,15.5,8.949392,Baja
286.700012,103150,-5.2,309,8.6,10.6,5,4.51,15,8.949392,Baja
285.899994,103230,-3.599998,294,7.5,9,5,4.51,14.5,8.949392,Baja
285.899994,103150,-3.499999,305,6.9,7.9,5.26,4.66,14.2,8.949392,Baja
286.299988,103130,-2.4,291,9,10.5,5.26,4.38,14.4,8.949392,Baja
286.399994,102980,-3.3,308,8.2,10.2,5.56,4.7,14.6,7.092061,Media
285,102840,-3.9,292,8.4,10.2,6.67,4.59,14.3,7.092061,Media
285.899994,102620,-3.2,295,7.2,9,7.14,5.07,14.3,8.949392,Baja
285.600006,102460,-2.5,299,5.9,7,7.14,4.59,14.4,8.949392,Baja
285.799988,102270,-5.1,313,6.6,8.3,6.67,4.58,14.4,8.949392,Baja
286,102140,-4.9,295,8.2,10.3,5.88,4.59,14.4,7.092061,Media
286.600006,101990,-2.4,280,7.8,9.1,6.67,5.26,14.4,7.092061,Media
286.700012,101790,-2.2,292,7.4,9,8.33,5.7,14.7,7.092061,Media
286.899994,101630,-2.9,293,6.1,7,8.33,6.65,14.5,7.092061,Media
286.700012,101540,-2.6,300,5,6.1,7.69,5.7,14.6,7.092061,Media
288.299988,101540,-2.3,286,5.2,6.1,8.33,6.27,14.5,7.092061,Media
287.499969,101410,-2.699998,290,5.7,6.5,8.33,5.67,15,7.092061,Media
287.399994,101290,-2.799997,289,5.1,6,8.33,6.11,15,7.092061,Media
287.200012,101140,-2.699998,323,4.5,5.8,8.33,5.73,15.1,7.092061,Media
288,101160,-3.6,34,2.2,4.2,7.69,6.43,15.1,7.092061,Media
287.799988,101320,-3.299999,317,3.7,4.5,7.69,6.08,15.6,7.092061,Media
287.399994,101460,-5.1,321,5.1,6.1,7.69,6.2,15.5,8.949392,Baja
287.600006,101600,-3.4,307,3.9,4.7,8.33,6.07,15.5,8.949392,Baja
287.799988,101610,-2,303,6,6.9,7.69,5.67,15.5,8.949392,Baja
287.600006,101550,1.1,292,5.1,6.1,7.69,5.22,15.9,8.949392,Baja
286.999969,101440,1.7,218,4.7,5.4,7.14,5.38,15.8,8.949392,Baja
286.899994,101230,0.4,267,5.2,6.3,6.67,4.89,15.9,8.949392,Baja
287.200012,101180,2.700003,246,3.9,4.5,7.69,5.55,15.8,7.092061,Media
287.399994,101010,6,242,7.2,8.3,7.14,4.98,16,7.092061,Media
287.200012,100690,6.100003,246,10.5,12.8,5.56,4.86,15.8,4.816162,Moderada
286.700012,100480,4.800002,258,12,14,8.33,5.65,15.2,4.816162,Moderada
286.899994,100610,5.8,252,12.6,15.2,9.09,5.91,15,4.809354,MuyAlta
288.200012,100740,4.300003,255,13.6,16.7,10,6.77,14.5,4.816162,Moderada
287.299988,100940,1.400002,272,10.4,12.8,10,6.61,14.4,4.816162,Moderada
286.200012,101200,2.900002,265,9.5,12.5,10,6.62,14.6,4.816162,Moderada
285.899994,101340,3.400003,250,10.2,11.9,9.09,6.13,14.4,4.816162,Moderada
285.899994,101490,7.1,229,9.5,11.2,9.09,5.77,14.5,7.092061,Media
285.799988,101460,7,217,7.8,9.8,8.33,5.75,14.5,7.092061,Media
285.700012,101410,6.6,203,7.9,9.4,8.33,5.54,14.3,7.092061,Media
285.899994,101260,5.6,170,7,8.5,7.69,5.11,14.4,7.092061,Media
286.599976,101110,4.600001,92,4.6,5.4,7.14,5.1,14.5,8.949392,Baja
286.799988,101020,6.300002,173,5.3,6.1,6.67,5.2,14.4,7.092061,Media
286.200012,101110,5.9,172,5.2,6.4,5.88,5.25,14.4,7.092061,Media
286.799988,101220,8.900002,178,8.3,10.2,6.25,4.68,14.5,7.092061,Media
286.899963,101380,8.1,190,7.3,8.4,7.14,5.18,14.4,7.092061,Media
287.200012,101240,8.000002,158,7.4,8.9,7.69,5.27,14.5,7.092061,Media
287,101020,8.200002,175,7.3,8.7,7.69,5.1,14.5,7.092061,Media
287.299988,100950,11.300001,169,9.5,11.4,5.26,4.96,14.4,7.092061,Media
287.5,101100,10.5,199,9.4,11.3,6.67,5.06,14.4,7.092061,Media
286.799988,101390,8.800001,235,8.8,11.4,7.14,5.1,14.4,7.092061,Media
286.299988,101700,11.2,200,9.8,12,7.14,5.37,14.3,7.092061,Media
286.899994,101910,10.2,216,9.3,11.2,7.69,5.51,14.2,7.092061,Media
286.899994,102090,8.6,231,8.5,10.2,7.14,5.53,14.4,7.092061,Media
286.600006,102160,6.300002,233,10.4,12.9,7.69,5.27,14.3,7.092061,Media
285.999969,102270,4.3,252,11.3,13.4,7.69,5.25,14.2,7.092061,Media
286.700012,102340,1.800002,274,9.1,11.2,7.69,5.76,14.4,7.092061,Media
286.899963,102550,0.9,278,9.7,11.6,7.14,4.94,14.4,7.092061,Media
286.599976,102520,-0.899998,289,8,9.6,6.67,5.29,14.8,7.092061,Media
285.899994,102500,-0.099998,293,7.2,8.8,7.14,5,14.7,8.949392,Baja
286.700012,102470,1.300002,319,2.6,3.6,6.25,4.98,14.5,8.949392,Baja
287.299988,102390,3.300002,208,1.7,2.5,5.88,4.77,14.8,8.949392,Baja
287,102090,3.1,128,4.7,5.9,5.26,5.18,14.8,8.949392,Baja
286.200012,101960,1.300002,138,4.9,5.6,6.67,4.24,14.7,8.949392,Baja
286.799988,102060,-0.7,141,2.7,3.2,5.88,5,14.7,8.949392,Baja
287.700012,102240,-0.3,257,2.7,3.4,5.26,4.58,15.2,8.949392,Baja
287.699982,102340,-1.599998,256,1.2,1.8,5.88,4.81,14.8,8.949392,Baja
287,102500,-1.699998,278,4,4.8,5.56,5.81,14.8,8.949392,Baja
286.799988,102620,-1.2,315,5.1,5.9,6.25,4.52,14.7,8.949392,Baja
287.599976,102790,2.400002,273,3.9,4.6,5.88,4.13,14.9,8.949392,Baja
286.899994,102670,4.2,224,4.5,5.5,5.88,5.07,14.9,8.949392,Baja
286.099976,102530,6.500001,221,7.1,8.6,4.55,4.33,14.7,7.092061,Media
287.200012,102320,6.1,223,7.3,8.4,7.14,5.25,14.7,7.092061,Media
287.999969,102260,2.9,268,8.6,10.6,7.14,5.18,14.9,7.092061,Media
287.399963,102240,-0.5,269,9.3,10.7,6.67,5.47,14.8,7.092061,Media
285.899994,102390,0,276,9.6,13,8.33,4.96,14.8,7.092061,Media
286.899994,102520,0,279,6.9,8.5,7.69,5.52,14.7,7.092061,Media
287.299988,102690,0.3,285,8.1,9.8,7.69,5.16,14.8,7.092061,Media
286.899994,102650,1.1,274,5.1,6.1,7.14,5.31,15,8.949392,Baja
286.299988,102640,1.500003,216,2.8,3.4,6.67,5.12,14.9,8.949392,Baja
287.299988,102670,2.100002,196,5,6,6.25,4.83,15,8.949392,Baja
287.899963,102700,0.3,278,5.6,6.8,5.56,4.39,15.1,8.949392,Baja
287.5,102680,0.200003,264,6.1,7.4,6.25,4.68,15.2,8.949392,Baja
286.899963,102630,1.4,264,8.2,10,6.67,4.45,15.3,7.092061,Media
287.799988,102580,1.300003,252,7,8.5,7.69,5.16,15.4,7.092061,Media
287.5,102590,0.300002,261,8.4,10,7.14,5.67,15.4,7.092061,Media
287.200012,102520,-0.199997,271,7.6,9.7,8.33,5.9,15.4,7.092061,Media
287.299988,102600,0.700002,266,8.2,10.1,9.09,5.85,15.5,7.092061,Media
287.5,102520,0.400002,273,7.5,9,7.69,5.75,15.5,7.092061,Media
287.399994,102490,3.700001,251,7.4,9.3,8.33,5.59,15.5,7.092061,Media
287.200012,102250,4.800002,234,7.5,8.6,8.33,5.98,15.5,4.816162,Moderada
287.600006,102000,7.800002,211,7.2,8.7,9.09,6.23,15.4,4.816162,Moderada
287.700012,101560,12.3,206,11.5,13.6,8.33,5.89,15.4,4.816162,Moderada
287.299988,101310,12.3,198,12.3,15.2,10,6.29,15.3,4.816162,Moderada
287,101030,7.100001,226,7.5,9.5,10.81,7.15,15.3,4.816162,Moderada
287.100006,100800,2.000001,269,2.7,3.8,10,7.02,15.2,7.092061,Media
